ID,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
529,1.26,12.35,26.66,12.98,20.37,16,24.56,5.6,33.05,53.21,25.17,27.7,12.2,22.95,32.46,17.56,0
530,0.23,2.2,5.08,3.02,5.4,3.54,5.24,0.95,7.03,14.69,5.16,6.08,2.79,4.87,6.59,3.95,0
531,0.91,8.35,31.31,26.51,24.37,18.17,26.66,14.28,52.55,93.28,53.59,48.72,24.65,29.35,59.2,9.87,0.33
532,8.28,16.92,41.35,60.87,37.82,34.37,45.69,25.96,74.67,99.51,85.17,62.44,52.34,37.97,83.1,32.17,4.82
533,5.53,4.92,10.3,21.1,15.15,11.16,13.18,10.64,20.45,22.65,27.26,15.84,17.71,10.75,25.56,11.27,1.91
534,1.61,1.35,2.77,6.13,3.78,2.47,8.04,16.17,10.09,4.93,13.03,7.71,9.52,2.12,5.55,2.97,0
535,2.12,8.28,8.28,10.89,15.99,2.42,33.99,25.35,24.07,13.62,35.92,11.31,22.85,1.21,9.65,4.78,0
536,7.3,28.66,15.2,12.98,17.46,5.9,31.84,20.12,18.85,7.75,29.3,5.43,24.02,0,6.79,4.62,0
537,10.17,36.71,15.39,12.31,18.66,7.16,29.61,19.16,10.94,6.49,25.65,3.12,15.87,0,3.83,10.35,1.23
538,33.35,142.55,69.72,48.41,69.75,32.91,88.09,55.01,43.44,34.3,104.17,17.91,91.03,3.43,41.41,48.82,5.1
539,16.18,119.05,64.55,48.69,78.08,22.02,88.46,54.02,50.27,39,131.12,20.72,119.07,1.86,44.42,54.98,0
540,5.9,35.01,26.71,24.23,44.85,8.02,44.63,43.02,42.67,27.48,69.87,24.89,81.54,4.76,41.2,22.88,0.85
541,14.32,24.48,19.15,24.8,28.79,8.33,28.5,30.4,29.15,17.9,34.04,19.44,51.58,12.95,36.63,18.4,10.35
542,22.17,24.84,34.59,44.41,56.01,11.42,42.13,60.4,51.26,44.82,56.87,50.19,73.22,27.98,90.66,23.83,9.82
543,0.36,0,3.48,6.64,8.18,0.16,2.08,24.96,11.71,12.19,8.69,22.54,14.22,4.43,32.92,0.4,0
544,2.83,0,1.62,2.9,4.88,1.13,2.36,9.05,11.38,12.42,10.03,23.75,10.3,4.2,34.52,2.95,0
545,9.52,5.2,6.39,10.02,11.11,3.76,7.7,8.94,16.43,16.54,9.66,32.72,16.11,8.58,35.4,7.49,3.57
546,6.72,0.57,3.36,3.75,5.17,0.95,3.14,7.52,7.58,9.04,6.5,19.94,12.51,4.08,23.94,6.61,2.44
547,7.61,2.14,9.75,12.39,13.74,3.62,7.26,15,28.39,16,20.39,36.73,23.98,14.08,41.3,6.77,1.14
548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,2.89,0.64,1.38,4.21,3.36,1.99,4.75,3.14,4.5,1.98,5.17,5.91,5.68,3.82,6.48,0.84,0.27
551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,8.77,2.83,8.48,11.43,4.53,4.6,14.48,8.23,13.24,8.11,16.39,18.09,19.43,8.55,17.26,0.56,1.01
553,8.03,0.02,6.01,8.85,0.62,2.88,15.92,10.33,12.93,11.01,26.9,29.73,20.64,6.59,13.77,0,0
554,3.54,1.33,4.96,5.04,1.53,2.11,8.28,6.04,3.83,5.39,7.96,13.36,5.26,4.89,5.99,0,0.05
555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,27.38,15.45,19.92,28.47,20.47,19.6,46.67,16.34,22.11,21.43,43.35,42.17,34.53,24.18,42.53,1.58,13.01
557,1.27,1.77,2.48,7.04,1.7,1.43,10.52,0.95,2.65,2.62,13.59,8.17,8.26,0.97,2.95,0,2.79
558,9.71,6.01,11.63,11.72,7.63,2.29,27.69,2.07,5.99,5.09,24.85,31.36,20.64,3.22,11.75,1.07,6.45
559,13.73,22.26,19.31,32.88,19.41,10.48,73.25,0.9,7.88,20.02,57.28,80.11,50.67,14.54,40.44,4.96,16.16
560,16.23,33.51,13.06,27.68,23.02,10.56,85.04,0.16,21.36,13.09,65.54,79.01,49.73,7.85,42.42,3.51,22.18
561,11.52,42.43,13.16,20.82,18.04,9.81,111.24,0,30.92,10.37,65.22,95.34,43.47,4.63,57.26,0.87,22.31
562,12.38,59.46,6.24,61.1,23.18,10.12,159.63,0,36.6,4.82,112.13,114.65,52.46,3.72,77.26,0.03,19.03
563,11.72,52.53,1.8,70.21,29.52,7.19,160.13,0,20.94,0,110.91,100.1,78.84,1.31,59.02,0,7.37
564,11.21,30.9,1.09,58.79,18.51,9.33,131.66,0,21.01,0,108.47,85.16,78.3,0.21,20.13,0,5.17
565,1.97,10.08,42.52,41.46,27.03,27.19,46.07,51.2,27.94,63.77,74.81,49.41,35.43,14.11,84.49,87.4,26.85
566,3.39,4.34,26.49,32.41,17.94,11.52,25.32,41.72,16.42,33.1,53.46,45.42,33.6,13.26,72.31,75.41,19.88
567,7.26,17.57,50.02,60.83,45.89,33.88,51.91,63.76,31.31,65.25,83.25,67.13,41.34,27.15,109.07,120.48,33.22
568,3.12,8.88,32.73,28.33,29.58,22.51,42,36.09,25.56,59.01,64.54,37.67,33.04,16.93,59.09,82.79,20.27
569,2.83,8.89,27.14,19.74,25.68,15.07,37.79,20.2,41.77,64.56,52.18,18.73,37.44,21.18,34.85,50.45,7.72
570,8.72,14.27,35.26,25.74,24.79,13.97,37.07,20.79,57.94,66.1,48.08,12.99,35.33,50.37,34.39,46.15,3.08
571,7.78,8.99,25.71,20.43,16.7,12.66,31.56,20.39,56.05,47.95,41.41,16.5,28.43,62.66,34.09,38.13,5.54
572,12.92,20.65,37.96,37.14,28.62,27.52,53.09,31.15,75.07,69.35,50.82,25.19,35.6,91.7,44.45,59.38,8.33
573,10.75,18.06,39.99,28.13,28.92,23.44,43.84,21.99,77.21,88.36,58.44,24.19,32.67,66.12,42.62,44.56,3.62
574,1.15,4.5,23.63,10.21,17.25,5.95,17.67,6.91,37.19,53.96,30.8,16.24,14.78,19.41,17.95,11.39,0
575,6.09,16.28,32.98,11.31,28.17,14.89,44.8,9.72,55.12,78.37,44.61,34.79,23.22,25.26,43.38,28.64,0
576,1.4,6.29,14.57,5.47,15.69,7.1,20.71,3.99,22.05,37.73,19.53,16.09,8.4,11.98,18.71,11.12,0
577,1.82,13.79,39.87,12.81,33.54,15.21,38.34,9.59,51.95,92.59,41.95,42.94,21.9,29.92,51.67,22.22,0
578,1.73,6.59,22.58,14.24,21.31,12.78,20.49,10.08,44.39,73.88,39.39,38.19,21.41,20.68,43.55,12.57,0
579,4.16,4.56,9.6,14.16,10.36,7.83,16.76,11.92,25.42,31.87,30.34,20.7,23.01,11.63,28.26,10.3,0.27
580,0,2.26,5.75,5.34,6.96,6,13.01,11.73,22.11,30.16,25.8,18.69,16,2.9,17.61,0.65,0
581,0.01,6.01,9.47,6.74,10.13,11.02,20.94,21.43,40.33,56.96,48.73,27.44,10.81,4.89,23.02,2.17,0
582,0,0.36,0.11,0.37,0.8,0.3,3.56,5,7.09,5.27,8.36,3.47,4.77,0,1.66,0.66,0
583,1.6,9.41,5.8,3.43,10.91,5,19.1,12.2,11.85,10.82,20.76,5.06,14.99,0.03,7.36,10.61,0
584,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0
585,7.36,40.36,17.57,13.48,19.61,7.22,34.39,17.57,15.4,8.8,35.85,3.2,37.84,0,10.6,10.65,0
586,6.16,75.86,41.27,29.9,52.88,10.31,60.79,36.11,34.2,24.09,80.96,11.74,85.6,0,27.93,28.9,0
587,2.45,18.51,12.75,15.67,31.59,7.47,19.89,24.75,21.82,15.04,38.77,17.01,53.64,2.03,18.46,10.33,0
588,1.65,3.72,5.39,13.18,18.7,2.16,9.22,25.7,19.9,13.98,21.21,19.57,39.31,1.21,22.32,2.37,0
589,1.27,0.65,1.32,5.82,15.28,0.17,1.96,26.92,13.41,14.84,12.3,19.19,24.69,3.33,22.98,2.51,0
590,1.59,3.11,5.42,5.25,6.92,5.42,5.07,8.48,7.67,14.67,7.08,21.07,1.04,5.97,22.28,0.88,0
591,1.58,0,0,1.18,1.91,0,0,7.58,8.34,8.85,7.57,17.85,4.76,1.55,17.49,1.84,0
592,2.78,0,0.49,4.08,5.25,0,0.79,9.05,15.11,16.3,14.49,31.68,12.87,2.01,35.62,3.7,0
593,16.44,7.65,14.4,10.4,20.07,6.58,12.29,20.08,27,17.73,18.77,43.59,32.39,15.4,40.98,13.71,5.19
594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,14.58,0.14,4.08,14.46,4.53,3.61,21.84,7.11,19.43,10.57,27.2,22.73,35.57,6.4,24.02,0.32,0
600,4.7,2.76,8.63,4.28,2.56,2.88,6.64,15.01,6.63,14.95,16.22,29.25,2.79,16.01,12.49,0.16,0.76
601,24.7,16.3,28.79,21.04,20.25,19.82,31.78,24.93,13.57,40.28,37.41,60.3,13.05,36.26,45.96,0.59,6.69
602,13.59,0.16,3.63,4.34,3,2.87,9.3,3.2,0.23,8.7,11.75,18.49,1.67,1.42,4.83,0,0.65
603,4.17,0.28,1.04,5.03,0,0.16,11.47,0.91,1.79,3.4,11.79,12.85,9.91,0,3.33,0,0
604,1.49,1.07,0,2.58,0,0,7.53,0,0.29,0.99,8.3,4.56,8.63,0,1.72,0,0.01
605,13.64,12.15,9.31,19.72,15.11,8.67,36.4,3.37,5.77,13.35,37.16,36.01,43.2,7.07,22.16,1.29,9.46
606,25.54,38.88,11.15,52.02,29.34,8.05,70.97,5.42,10.87,17.18,77.99,67.11,101.04,11.77,48.35,7.76,24.99
607,24.07,45.41,13.22,42.63,28.61,5.88,76.62,0.6,8.76,13.33,75.57,86.98,103.56,8.28,47.84,2.95,23.69
608,21.04,49.48,21.09,37.86,29.26,12.96,116.03,0,26.32,23.29,82.18,114.87,68.25,10.37,65.97,8.15,30.06
609,12.16,55.5,15.56,59.3,30.32,9.32,151.71,0,21.09,11.86,113.48,138.62,67.03,10.11,82.37,2.28,32.38
610,12.34,38.47,5.72,52.32,25.95,4.09,116.46,0,16.02,4.32,91.33,95,61.79,0.92,39.64,0.35,9.65
611,8.21,36.88,0.56,69.89,28.01,4.25,112.03,0,17.85,0,108.46,82.33,82.1,0,21.5,0,6.91
612,0.09,1.64,14.74,22.83,6.38,6.55,18.02,29.89,24.28,34.13,48.47,28.85,30.51,2.32,55.79,41.88,6.49
613,0.34,1.81,12.5,24.18,6.46,5.39,17.06,29.84,19.58,24.84,50.02,26.62,30.76,2.76,62.21,50.36,9.21
614,1.45,9.11,29.94,33.12,20.58,21.41,37.25,40.3,26.46,55.47,68.06,39.82,32.06,11.43,69.21,76,19.62
615,2.91,9.48,34.91,30.42,28.33,26.74,40.92,31.07,24.24,63.68,66.06,38.57,30.38,15.73,54.45,74.72,19.29
616,1.94,5.93,18.43,16.05,19.82,12.99,27.67,17.31,22.66,42.12,43.92,18.33,29.26,9.56,31.98,47.02,9.41
617,6.56,7.73,17.32,12.42,11.71,5.86,25.44,12.82,31.95,34.1,33.01,8.05,24.73,25.3,17.09,26.65,1.49
618,5.43,13.88,39.26,19.03,24.76,12.9,41.6,19.07,61.91,88.65,64.85,13.85,64.48,68.5,16.02,51.67,0.21
619,4.21,13.8,39.1,40.29,29.4,19.71,48.55,29.8,93.58,80.82,62.63,23.4,47.94,127.16,51.2,72.32,6.1
620,2.79,5.52,18.4,16.72,12.72,9.52,26.41,13.09,48.91,34.82,31.43,15.53,20.82,64.05,35.62,29.69,2.6
621,1.03,7.4,31.8,18.81,17.02,7.99,28.53,13.69,62.8,66.83,40,19.85,26.11,52.88,31.66,29.52,0
622,1,10.2,40.55,11.87,28.02,11.09,35.52,13.17,60.44,92.69,49.08,27.86,23.11,31.6,25.46,22.24,0
623,2.7,6.89,19.89,8.29,26.14,6.88,35.07,8.88,46.98,59.77,37.72,27.74,21.43,16.06,29.44,23.14,0
624,7.73,17.43,51.05,18.05,66.3,19.94,79.85,25.12,81.26,139.32,80.47,56.35,36.53,32.92,70.27,49.67,0
625,3.54,14.55,39.44,11.65,45.07,14.18,57.05,15.76,58.79,102.92,58.16,42.25,26.82,26.71,50.07,36.37,0
626,0.03,3.84,9.04,1.76,7.42,3.98,8.35,2.93,12.86,22.37,10.85,10.86,5.16,6.82,10.47,4.98,0
627,2.63,8.41,19.68,12.68,20.28,14.6,24.26,12.07,44.37,69.58,37.57,36.23,21.08,19.33,40.95,12.43,0
628,1.74,3.94,6.72,7.92,9.23,8.73,11.68,7.1,20.87,28.82,24.63,15.17,11.39,6.94,17.58,5.48,0
629,0.07,4.55,7.17,2.38,8.2,9.33,13.64,15.39,38.5,48.61,40.96,27.12,11.46,5.21,22.04,4.26,0
630,0.8,23.42,12.16,9.59,31.86,20.07,44.47,41.92,55.92,62.74,85.22,38.03,43.76,4.53,35.41,28.2,0
631,12.92,56.77,36.62,32.56,62.69,27.45,76.35,60.05,64.77,58.88,120.07,39.68,87.49,8.02,53.06,55.95,0
632,2.74,30.28,15.89,12.42,26.23,12.54,32.27,26.55,27.79,21.15,46.75,13.04,45.27,1.72,20.17,23.72,0
633,8.87,61.02,41.18,31.06,62.65,32.02,71.99,50.82,52.59,46.09,95.01,35.53,91.25,3.83,50.38,53.23,0.27
634,2.3,21.54,15.65,8.44,28.27,21.11,27.97,34.2,27.6,33.29,48.12,36.43,41.88,1.36,31.68,25.79,0
635,0.39,2.11,1.82,1.82,5.3,3.98,2.63,10.72,3.54,11.31,6.44,17.33,6.21,0.21,7.57,1.87,0
636,0.59,5.2,3.55,7.14,11.64,5.71,5.98,14.71,9.52,16.35,12.66,22.85,10.81,1.06,17.82,3.97,0
637,0.58,1.05,1.85,4.46,3.41,2.13,1.41,7.34,2.48,6.95,3.03,17.08,1.74,2.22,11.09,0.55,0
638,1.35,0,0.67,8.27,14.56,0,0,20.48,8.66,16.51,13.93,21.88,15.14,1.56,27.2,2.68,0
639,2.02,0,0,2.88,5.61,0,0,15.47,8.45,14.63,12.12,22.34,11.04,0.09,25.45,2.41,0
640,2.15,0,0,1.43,4.94,0,0,14.72,8.39,11.84,11.58,23.38,10.81,0.86,24.62,6.5,0
641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,0.25,0.03,0.75,0.73,0.43,0.38,0.25,1.1,1.84,2.6,2.58,3.48,1.42,1.48,3.72,0,0
644,1.01,0,0,0.5,0.39,0,0.58,0.94,2.67,1.13,2.38,2.2,2.62,0.11,2.67,0.67,0
645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,2.96,0,0,2.49,0,0.54,1.93,1.04,2.28,0,4.9,2.01,4.56,0,1.02,0.58,0
647,12.66,0,3.89,12.68,4.7,2.76,13.73,7.56,13.14,7.67,21.51,15.6,20.83,3.72,20.78,1.35,0
648,10.33,0.03,5.97,10.63,6,2.75,12.29,3.03,10.73,6.62,12.58,10.19,12.27,4.44,12.24,2.67,0.88
649,65.84,21.73,48.73,50.56,46.99,25.63,65.33,27.64,45.42,45.06,69.94,68.64,53.62,43.33,85.89,8.37,16.16
650,44.74,11.94,29.81,26.8,24.49,13.76,43.69,13.01,22.78,28.35,37.35,44.27,23.09,26.82,45.92,11.3,16.76
651,26.6,7.38,14.96,17.14,11.91,9.62,32.67,8.78,10.08,16.49,41.51,37.84,28.34,12.21,27.73,0.62,6.48
652,14.05,2.32,0.23,14.77,0.16,0.19,25,0.98,4.98,9.75,34.43,24.56,34.09,0.81,9.82,0,2.54
653,27.32,26.69,19.73,32.18,23.87,12.45,57.7,9.8,9.63,29.46,68.16,64.31,68.55,18.04,47.58,2.56,16.22
654,24.06,31.96,8.63,37.4,33.79,5.89,52.74,1.11,12.28,16.96,67.73,44.02,95.1,9.94,36.03,9.37,21.3
655,13.68,42.39,10.05,40.33,26.45,5.76,45.52,11.39,1.95,16.09,68.8,51.24,137.31,8.5,41.61,9.5,24.24
656,17.6,65.24,8.17,54.8,38.98,3.12,76.94,4.35,2.57,12.55,107.61,81.39,159.42,7.48,55.08,6.61,27.02
657,15.37,57.85,12.9,40.02,24.39,2.8,83.64,0,1.51,14.5,105.08,109.66,83.26,6.99,49.01,0.25,26.4
658,9.12,34.24,17.14,28.78,9.43,3.05,76.52,0,1.98,17.15,84.5,110.18,41.55,5.29,42.58,0.3,24.53
659,6.93,27.12,13.64,35.15,10.95,2.41,77.89,0,3.97,9.22,80.78,87.84,41.7,1.35,22.11,0,11.83
660,4.57,26.04,6.64,52.87,25.93,2,89.74,0.35,7.49,2.76,105.35,68.23,55.95,0.17,12.82,0,3.66
661,0,0.67,3.49,12.32,0.85,0.72,5.93,15.67,22.1,19.5,39.29,21.12,30.57,1.02,45.47,25,0.19
662,0.41,4.25,15.21,11.07,15.71,14.3,19.99,15.94,21.73,44.12,47.75,25.99,26.07,6.61,36.3,38.91,5.7
663,0.63,4.17,14.66,12.39,15.38,11.84,22.08,12.98,18.73,35.94,40.71,20.72,21.47,5.82,30.36,36.97,7.84
664,1.19,8.42,26.11,17.24,23.59,18.4,36.35,18.82,32.86,61.63,57.16,25.38,34.48,12.32,37.76,52.88,6.94
665,3.08,12.21,36.04,18.44,25.62,16.72,41.95,16.35,46.61,78.1,52.48,16.7,44.45,19.06,23.3,43.49,1.58
666,8.34,14.32,37.61,20.91,30.14,16.1,46.43,18.11,55.38,84.8,62.48,12.66,58.1,44.08,15.03,43.58,1.8
667,13.49,17.8,41.22,24.17,34.7,13.32,57.48,21.5,56.76,94.31,87.24,12.19,77.1,85.25,17.37,60.49,13.67
668,4.19,11.09,30.67,14.6,21.52,11.22,39.42,13.73,61.53,75.05,70.26,9.04,62.39,77.51,21.68,53.03,9.27
669,2.9,7.99,35.67,29.3,25.27,11.3,34.24,22.06,78.27,80.54,49.19,14.94,39.82,74.14,29.46,49,1.63
670,2.98,11.18,44.57,24.05,29.57,13.52,37.9,19.13,76.12,100.61,52.31,20.4,31.88,45.24,29.09,36.81,0
671,1.74,9.36,41.37,10.83,33.07,9.12,41.59,14.15,62.97,99.73,56.18,30.08,27.76,31.35,31.13,23.94,0
672,3.07,12.9,35.41,9.92,45.69,14.22,55.89,17.14,57.09,95.95,56.69,36.26,26.54,22.34,44.12,29.62,0
673,7.89,17.18,45.85,15.48,59.35,23.07,78.71,24.73,77.19,120.8,76.68,55.12,36.3,31.41,69.29,52.61,0
674,3.76,14.03,41.24,11.77,51.81,16.37,62.58,19.67,60.99,110.75,63.38,43.18,28.56,25.13,50.83,35.44,0
675,1.09,13.94,45.86,5.18,35.45,13.45,43.49,15.35,57.54,116.87,55.82,49.04,23.72,30.92,52.29,25.94,0
676,0.11,9.32,23.67,5.04,19.05,12.34,28.43,16,55.46,90.02,44.61,46.59,24.23,22.67,45.49,10.91,0
677,0.87,11.34,22.9,6.22,21.92,20.38,30.23,17.47,60.42,100.3,58.65,51.31,25.13,22.18,51.92,7.24,0
678,0,9.8,19.84,5.45,17.62,19.68,25.97,21.62,53.19,86.45,65.04,45,24.36,14.14,45.66,9.61,0
679,0.37,21.42,19.23,6.43,30.77,32.26,44.06,34.57,65.16,91.28,92.03,49.06,37.63,11.16,53.79,28.82,0
680,2.16,10.44,5.07,6.09,18.29,7.59,19.35,20.31,24.19,21.35,36.58,16.83,28.51,1.72,17.56,14.75,0
681,9.46,35.66,27.81,22.28,51.47,24.64,47.49,44.44,46.56,47.16,75.58,39.43,72.05,8.29,47.83,41.14,0.42
682,9.15,38.97,33.74,23.41,53.35,42.4,46.6,56.73,51.78,65.01,78.32,68.3,64.56,5.04,62.7,43.73,1.29
683,6.64,25.66,26.65,8.03,47.57,35.15,24.04,55.88,29.43,57.03,51.58,82.08,20.2,0.27,45.74,24.53,4.47
684,4.21,19,17.06,5.16,36.91,23.54,5.84,46.77,13.23,47.84,34.38,78.48,4.28,0.16,29.97,14.63,6.07
685,3.26,15.36,9.75,5.91,24.97,17.78,2.7,33.63,12.93,41.04,29.68,64.43,1.88,1.33,29.36,11.02,0.43
686,2.12,7.84,3.03,3.12,11.24,8.42,0.88,19.6,9.79,25.35,21.96,46.81,0.29,7.74,30.23,5.24,0
687,3.56,7.38,3.6,12.52,22.95,7.12,0.41,33.55,16.61,39.79,36.95,56.63,14.34,13.07,58.48,12.76,0
688,7.83,3.36,1.99,11.27,20.39,3.35,1.29,26.26,23.04,38.45,40.25,48.88,23.45,9.54,63.9,16.25,0
689,3.39,0,1.99,11.76,10.76,0.33,0.94,26.52,19.26,22.08,24.94,30.64,20.18,4.7,45.61,15.88,0
690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,3.8,0,0.04,6.25,2.68,2.15,4.54,6.17,11.3,2.92,10.26,7.59,11.03,0.34,14.29,8.48,0
693,0.87,0,0,1.83,0.73,1.2,2.25,1.11,2.85,0.04,6.27,2,7.73,0,3.81,2.94,0
694,5.14,0,0,3.02,1.26,1.92,4.87,2.11,3.93,1.54,6.03,4.86,7.05,0.75,8.24,4.2,0
695,3.3,0,0,3.11,1.13,0.19,1.29,2.31,3.69,2.13,7.91,6.33,6.71,0.19,6.32,1.77,0
696,3.81,0.65,1.54,3.1,0.68,2.12,4.74,2.32,3.23,1.48,6.59,5.45,7.69,0.74,4.88,4.07,0.07
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,9.38,0.38,2.55,3.15,2.78,0.62,6.1,0.38,4.92,2.92,14.46,7.62,11.88,1.15,6.3,1.16,1.01
701,13.21,1.17,5.12,6.12,3.01,4.52,16.15,2.86,2.06,12.62,23.67,21.57,15.16,4.15,12.35,0,2.48
702,29.98,18.46,27.09,29.78,20.58,18.65,55.13,12.37,6.54,38.52,75.41,73.95,59.22,22.03,54.45,1.84,13.54
703,52.4,37.55,26.35,47.06,30.88,18.83,72.41,10.81,10.47,38.78,90.31,88.02,119.78,21.97,67.54,8.08,25.45
704,27.94,50.74,3.45,64.93,31.28,4.08,62,5.58,6.37,7.39,101.07,62.32,171.86,10.27,46.09,8.15,36.12
705,21.33,57.41,2.38,73.36,36.76,0.67,70.81,2.31,1.82,3.66,114.3,68.44,171.37,4.7,47.12,2.19,25
706,13.89,44.45,2.48,58.98,25.95,0.21,84.85,0,2.87,1.74,106.77,68.57,115.97,0.68,28.23,1.3,9.71
707,6.79,28.18,17.81,29.97,5.45,1.69,66.66,0.67,0.45,16.11,95.11,91.52,45.64,2.57,30.2,0,23.97
708,4.57,14.19,23.59,15.96,1.45,2.36,58.94,1.76,0,15.83,70.43,82.88,13.29,1.28,24.74,0,14.71
709,2.9,21.68,14.31,59.4,13.36,4.4,87.35,4.24,11.05,8.83,130.78,72.95,40.18,0.65,9.68,0,15.97
710,0,3.74,12.39,6.57,8.23,9.38,13.83,11.93,23.73,46.09,45.09,24.98,26.01,9.95,31.05,16.42,0
711,0.13,5.87,14.68,9.12,13.54,12.84,19.3,13.71,22.06,46.25,43.18,24.83,22.11,10.56,28.41,18.95,0.4
712,2.39,11.28,23.74,14.14,20.91,18.96,31.33,16.47,32.23,67.47,57.25,29.31,30.98,15.35,35.66,33.53,2.17
713,1.6,11.02,21,10.3,18.23,15.27,26.72,12.79,23.35,55.61,41.48,20.29,26.26,11.74,25.17,31.42,2.19
714,1.49,11.94,35.91,17.74,28.6,19.98,41.07,17.02,36.84,81.03,55.27,22.36,37.38,18.85,25.46,38.01,0.89
715,0.75,7.56,25.53,14.55,20.85,12.21,33.59,12.05,37.86,68.56,42.8,13.24,38.62,21.46,17.35,26.62,0
716,2.14,2.4,15.46,7.92,15.6,6.55,21.65,10.52,31.26,50.61,34.22,11.48,37.55,15.08,5.24,17.25,0
717,2.06,6.83,27.78,9.93,18.77,9.43,31.88,11.24,41.73,66.34,48.94,10.9,53.82,41.32,2.66,29.73,1.09
718,3.3,6.89,39.12,17.08,25.59,10.47,40.36,16.15,59.39,88.5,58.03,14.95,66.9,56.11,3.91,36.32,0.03
719,2.11,11.68,37.74,23.78,27.29,9.37,38.07,16.37,60.64,92.94,45.78,15.03,42.45,39.81,12.5,31.54,0
720,2.15,8.42,32.73,15.47,23.01,8.54,27.54,14.38,52.9,80.73,43.74,19.33,27.35,24.9,17.55,18.36,0
721,0.78,5.88,20.57,6.72,20.46,6.17,23.2,7.27,38.52,57.66,33.29,17.34,15.59,16.03,15.49,12.88,0
722,2.13,9.75,42.18,10.7,41.94,10.93,55.15,15.94,62.9,108.38,57.79,36.59,27.13,29.55,37.18,29.42,0
723,3.37,12.87,43.07,11.06,49.88,13.91,61.3,20.16,62.53,109.93,62.89,43.43,29.88,28.12,46.07,33.97,0
724,0.97,15.95,44.32,8.45,44.78,15.19,56.18,15.81,58.79,106.9,57,44.73,27.68,28.82,47.33,32.02,0
725,1.44,10.4,36.93,3.33,28.59,11.42,32.53,14.67,48.19,102.02,50.38,39.67,20.83,26.66,41.31,19.91,0
726,1.11,7.36,19.05,5.69,17.5,11.6,18.93,11.43,42.6,72.67,36.55,36.3,19.29,20.23,36.55,7.48,0
727,0,11.28,22.45,5.07,17.76,17.53,25.15,16.22,47.87,86.04,43.42,47.97,20.18,20.38,41.51,6.85,0
728,0,14.22,21.36,6.12,17.92,21.74,30.66,23.94,53.21,89.26,54.63,52.65,24.97,17.27,49.38,8.57,0
729,3.58,23.82,26.21,16.07,27.33,31.36,36.78,32.66,58.06,92.19,71.36,56.88,40.11,19.93,60.2,24.57,0
730,3.96,15.1,18.47,23.21,31.65,16.91,33.85,38.42,44.75,44.64,58.03,42,54.28,8.99,46.21,19.97,0
731,5.64,24.06,23.29,15.32,32.93,31.5,33.03,44.12,51.36,71.08,68.95,61.2,36.93,9.39,54.24,28.27,0
732,12.87,19.54,22.37,30.35,43.68,28.65,20.53,39.02,39.35,48.56,48.63,52.5,35.35,5.37,48.11,24.68,3.76
733,31.74,30.38,34.81,27.89,53.63,31.93,9.85,51.5,16.36,59.29,38.52,71.94,17.44,5.25,44.47,32.37,20.23
734,33.24,28.67,42.38,31.11,63.91,24.33,2.12,51.06,11.54,57,38.45,78.09,15.08,4.69,35.88,39.69,22.85
735,26.65,30.36,33.28,19.1,55,31.93,2.83,53.05,9.75,61.57,46.3,94.53,7.14,5.4,51.74,33.67,20.96
736,9.85,20.68,5,8.53,18.94,15.55,0.03,49.66,19.63,42.73,69.98,87.95,1.65,13.99,66.75,22.44,2.34
737,3.67,7.89,1.29,5.07,10.21,4.05,0.15,31.48,11.81,32.03,46.89,57.48,2.91,12.27,50.64,16.03,0
738,3.35,6.16,1.69,9.12,12.59,3.39,0,25.41,13.52,30.32,37.9,46.53,3.92,12.82,46.6,13.7,0
739,5.83,0.95,1.44,12.03,5.28,1.73,0.43,16.68,9.42,12.04,26.28,25.38,17.11,3.45,31.83,17.58,0
740,2.4,3.75,3.6,5.33,4.79,3.98,0.01,10.71,7.77,18.7,18.69,23.83,3.13,9.82,23.23,4.76,0
741,12.93,5.01,6.16,16.19,5.69,7.44,3.63,13.83,16.43,20.07,29.96,29.73,17.66,12.47,46.89,17.97,0
742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
