ID,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
1579,0,6.72,20.81,11.03,1.68,18.42,0.95,34.58,30.96,71.63,35.71,23.93,8.43,51.55,26.28,11.03,0
1580,0,2.44,13.45,6.45,0.35,11.08,1.06,20.84,25.72,51.31,30.17,21.26,10.96,38.39,22.18,6.93,0
1581,0,1.94,10.53,4.75,0.68,9.13,1.49,10.39,20.56,36.74,21.72,16.07,9.56,28.59,12.86,4.49,0
1582,0,0,9.62,10.67,1.43,5.84,2.86,10.82,27.93,32.41,24.8,26.12,24.35,26.18,18.54,9.66,0
1583,1.92,0.36,28.66,15.77,11.41,23.05,6.25,18.6,24.95,59.18,32.35,41.67,17.84,47.99,12.34,23.17,0
1584,7.4,0.04,29.79,33.3,12.71,22.56,8.61,16.06,28.33,49.11,34.23,44.75,34.56,41.68,15.55,41.44,0
1585,16.76,0.01,39.11,48.86,14.67,26.99,11.69,18.27,26.26,59.84,39.8,56.11,43.93,47.46,20.72,55.13,0
1586,21.95,0,46.02,63.54,16.54,30.47,16.88,24.33,30.93,67.15,42.57,61.55,51.82,53.14,27.02,73.12,0.86
1587,15.6,0.09,34.1,44.23,14.93,23.09,12.33,20.1,23.66,51.16,34.18,49,44.56,40.27,17.98,56.06,0.71
1588,9.98,0,39.43,32.05,16.26,26.79,10.01,18.88,21.93,53.76,29.15,53.78,36.86,48.35,22.07,44.74,0.19
1589,3.86,0,41.86,21.85,16.41,22.5,12.3,23.93,19.36,47.26,18.38,48.93,33.38,50.32,31.2,32.96,0
1590,0,0,23.67,8,10.87,17.06,9.44,23.02,16.45,32.2,11.04,41.47,34.65,45.19,34.88,19.46,0
1591,0,0,7.5,11.41,3.37,7.64,11.76,32.13,17.92,9.98,9.56,32.4,49.64,32.16,42.1,21.45,0
1592,0,0,0.52,7.29,1.1,10.6,12.26,19.91,18.07,0,8.88,23.82,63.16,13.33,46.94,12.62,0
1593,0,0.55,2.37,0,0,20.29,1.75,23.47,9.63,50.34,64.55,46.73,17.91,10.24,29.73,6.57,1.76
1594,0,1.5,2.4,0.06,0,17.26,2.4,18.24,14.79,50.69,47.41,32.69,11.33,12.89,33.44,6.4,3.73
1595,0,4.17,7.32,2.01,0,28.53,7.1,28.15,15.73,69.66,66.65,46.03,17.93,27.28,40.16,22.19,6.46
1596,0,5.19,7.31,5.48,0,31.19,5.46,33.95,13.36,68.13,68.16,42.59,14.13,39.19,27.68,42.28,6.34
1597,0,9.75,12.68,20.61,0.03,39.37,4.28,43.57,14.87,83.95,78.5,48.27,15.24,61.67,25.7,74.72,7.74
1598,0,11.52,11.11,28.73,0.27,36.19,2.8,40.06,14.01,81.79,75.69,48.47,15.24,67.61,23.59,83.88,7.73
1599,0,11.22,10.39,29.53,0.88,33.32,3.2,37.63,14.02,77.62,66.4,46.67,14.48,67.41,17.81,79.81,6.69
1600,0,11.03,9.35,28.1,0.3,30.96,0.4,32.51,15.13,73.86,59.86,38.7,14.48,66.6,17.21,72.61,4.35
1601,0,13.16,14.68,31.35,0.75,33.99,0.48,39.69,18.06,86.63,63.52,37.9,15.24,74.3,19.32,78.72,1.02
1602,0,15.72,15.38,27.48,0.7,30.27,0.13,38.37,19.41,84.96,60.31,34.71,15.01,72.96,15.91,61.16,0
1603,0,10.86,11.12,17.6,1.73,20.55,0.02,33.65,21.51,73.24,56.24,28.37,14.03,57.21,20.76,36.88,0
1604,0,16.75,22.34,21.97,0.75,29.19,0.21,56.69,31.78,91.57,66.34,34.91,13.62,71.98,31.35,41.73,0
1605,0,13,14.2,13.33,5.28,18.21,0.04,48.68,39.34,74.01,57.07,25.5,11.06,55.8,42.51,25.13,0
1606,0,16.07,18.65,15.16,11.38,19.75,1.07,60.73,52.44,74.35,57.14,21.62,7.72,63.01,52.34,28.11,0.15
1607,0,20.55,27.77,24.19,27.44,24.52,1.84,77.03,66.88,78.74,61.83,24.05,8.96,74.03,68.67,36.25,0
1608,0,19.81,28.05,24.28,36.93,23.11,2.45,80.33,71.8,80.03,64.87,26.73,8.64,74.73,78.94,36.4,0.1
1609,2.02,26.44,39.69,25.75,58.18,25.68,7.54,68.28,75.37,77.81,68.09,37.32,19.76,77.75,85.28,42.26,4.21
1610,2.25,15.3,21.86,17.04,46.22,15.49,6.45,38.1,48.79,45.59,48.51,25.25,20.12,42.62,56.79,22.73,1.59
1611,0,14.99,24.87,19.94,1.71,22.06,0.03,59.54,45.3,81.7,47.4,19.64,4.57,63.01,41.13,19.54,0
1612,0,9.44,20.55,11.37,0.21,20.72,0,40.16,35.32,71.44,39.4,19.59,5.08,57.55,27.49,11.39,0
1613,0,8.69,23.55,12.27,0.25,20.39,1.31,34.06,31.93,73.17,36.66,24.53,9.09,55.95,25.74,11.31,0
1614,0.6,5.91,20.47,11.82,2.89,18.85,3.32,23.84,25.44,61.86,33.27,27.57,14.54,48.46,26.77,12.15,0
1615,0.12,1.17,11.49,11.65,2.49,10.7,2.88,14.52,22.59,40.66,26.45,23.56,18.88,33.89,19.34,7.12,0
1616,0.3,1.44,27.67,15.34,6.37,24.03,6.07,22.73,24.44,63.66,25.28,39.08,16.83,52.23,23.79,15.94,0
1617,3.6,0.21,29.8,19.11,11.26,22.76,6.15,18.35,22.84,53.57,23.52,35.86,20.09,45.85,14.23,25.32,0
1618,8.36,0,39.57,34.68,16.52,30.1,11.38,19.68,25.41,60.81,29.43,52.06,33.4,52.4,22.66,44.14,0
1619,14.49,1.91,39.1,36.87,18.1,25.56,13.25,24.95,31.49,55.5,33.83,51.81,40.4,50.47,28.89,60.51,1.68
1620,7.03,0,24.03,29.04,11.47,17.59,9.28,16.58,19.55,35.44,29.98,41.09,45.01,33.11,21.78,42.9,0
1621,4.32,0,36.9,26.14,15.28,25.3,11.15,23.74,17.22,48.09,19.86,50.57,33.28,55.13,29.1,32.03,0
1622,0.6,0.01,30.28,12.26,13.02,20.58,11.2,27.22,13.33,37.87,8.85,46.33,32.42,54.69,38.52,13.86,0
1623,0,0,16.53,5.39,6.76,10.97,13.76,27.23,14.46,16.78,5.3,32.63,45.25,41.82,49.29,8.64,0
1624,0,0,20.81,11.73,12.95,25.42,33.64,54.26,16.35,15.66,6.15,45.66,62.15,68.5,81.09,17.48,0
1625,0,0,10.21,24.45,20.61,49.26,50.68,53.27,26.11,6.65,10.93,46.42,107.68,67.96,112.21,48.88,0
1626,0.08,18.05,10.63,50.39,2.49,38.05,6.82,41.84,15.22,82.57,77.01,58.14,15.5,78.31,18.89,100.07,15.84
1627,0.15,20.64,14.06,56.97,1.2,37.35,7.91,43.82,15.07,86.26,74.94,59.67,17.61,80.11,20.41,106.44,14.89
1628,1.81,24.44,17.45,64.1,2.52,41.53,7.48,47.33,17.85,94.13,73.79,56.27,15.61,84.58,19.16,114.6,15.02
1629,0,19.17,16.94,48.05,2.03,38.6,1.4,50.85,18.57,91.02,69.79,43.45,15.63,83.99,14.67,95.1,6.68
1630,0,20.23,20.23,38.46,2.68,34.54,0.78,52.35,21.44,91.16,69.73,37.07,15.73,80.75,22.59,78.39,0.83
1631,0,18.78,19.76,28.57,0.89,30.85,0.7,51.65,22.56,91.7,66.86,35.25,15.04,79.81,22.2,56.97,0
1632,0,21.69,26.86,28.77,0.71,32.54,0.87,66.68,34.17,94.08,70.21,36.74,13.69,80.06,31.46,48.73,0
1633,0,13.92,13.38,12.26,30.66,16.39,0.05,48.74,50.8,66.33,64.03,27.11,19.41,61.87,54.16,22.46,0
1634,0.11,8,9,6.65,28,6.24,0.26,28.22,38.02,40.99,39.82,16.81,8.43,38.17,43.27,12.28,0.29
1635,0.34,13.87,14.96,12.42,62.47,8.42,2.91,49.08,62.01,54.41,57.04,22.08,13.94,50.92,74.53,22.03,0.1
1636,1.19,31.83,32.04,30.2,105.89,22.83,11.8,95.19,99.68,82.11,84.31,36.18,26.73,84.49,116.78,46.76,1.92
1637,7.21,27.42,30.12,23.1,106.09,20.61,8.7,60.2,72.32,55.44,67.66,39.31,20.54,62.1,109.1,37.1,4.04
1638,0.13,18.32,21.09,16.68,50.35,14.9,2.15,57.95,56.69,64.91,57.3,21.93,13.33,57.73,77.43,26.2,0.24
1639,0,12.7,20.09,14.13,17.54,16.06,0.1,56.45,48.39,66.83,47.64,15.77,5.94,55.81,51.15,18.95,0
1640,0.05,15.66,29.55,19.9,1.95,23.66,0.54,55.74,45.86,90.54,49.1,21.65,9.82,68.89,35.65,19.49,0.04
1641,0,5.85,29.22,18.62,0,25.61,0.22,41.25,34.19,85.93,39.77,21.7,9.53,61.31,21.85,12.02,0
1642,0,5.83,23.69,11.99,0.16,23.11,1.92,29.89,27.84,75.26,31.26,25.7,12.48,57.81,26.28,9.08,0
1643,0.41,3.49,24.97,13.22,2.62,23.64,4.46,26.91,27.98,68.32,27.51,28.53,14.28,55.67,27.52,8.83,0
1644,0.18,0.75,19.25,9.64,3.66,18.51,4.03,20.44,20.69,53.6,21.3,27.83,18.49,45.32,24.57,8.83,0
1645,0.41,0.72,30.95,15.35,9.09,26.31,9.1,21.76,23.69,63.24,23.79,40.93,18.33,54.94,34.38,13.33,0
1646,2.05,0.34,26.45,15.28,11.65,22.29,8.19,19,20.38,51.68,19.09,36.31,21.03,45.24,27.46,17.66,0
1647,7.61,0.88,39.21,30.46,15.18,24.96,14.57,26.66,30.5,55.63,29.28,46.76,32.03,54.8,45.09,35.3,0.34
1648,0.47,0,9.35,17.33,4.21,7.42,7.01,6.44,11.57,12.27,18.84,18.69,42.84,15.38,30.66,27.06,0
1649,1.15,0.01,33.85,21.71,15.1,25.27,16.09,29.14,20.27,43.67,14.96,50.49,40.76,58.49,51.36,19.2,0
1650,0.27,0,29.1,17.9,15.24,24.4,22.5,33.87,17.96,32.72,9.75,50.79,44.72,60.8,66.76,16.84,0
1651,0.02,0,31.25,26.55,15.72,27.67,35.08,48.43,19.34,20.88,10.35,53.02,58.36,70.98,93.86,26.2,0
1652,0,0,22.83,29.3,25.19,49.93,51.68,58.15,20.57,9.25,11.35,54.16,84.43,90.45,123.55,43.92,0
1653,0,0,24.79,40.74,36.66,72.94,71.08,72.79,29.07,9.4,19.08,59.56,113.84,99.68,150.96,62.07,0
1654,0.26,0,29.42,51.33,43.54,76.29,84.09,84.95,24.23,10.25,31.18,61.41,120.17,102.79,153.51,62.08,0
1655,5.45,40.19,20.36,95.36,7.23,46.15,19.43,56.79,25.91,109.45,91.09,73.63,22.94,93.81,22.81,152.47,30.29
1656,2.52,34.36,17.79,84.59,6.21,45.11,13.76,55.4,20.97,100.59,83.48,68.28,21.47,91.99,19.22,137.7,24.72
1657,0.21,21.82,10.84,51.18,3.62,33.15,7.69,43.81,14.79,79.36,63.81,49.17,15.89,74.3,16.5,97.41,11.36
1658,0,12.39,10.66,32.96,0.9,28.62,0.48,42.13,14.81,75.79,65.89,38.2,15.53,72.55,18.93,71.48,1.78
1659,0,16.8,16.94,29.37,1.18,26.05,0.35,48.03,20.65,82.75,61.16,29.58,12.6,71.98,20.24,53.09,0
1660,0,15.94,15.58,17.95,9.1,19.34,0.28,47.2,32.04,70,59.55,27.28,13.29,65.79,27.11,33.43,0
1661,0,12.25,11.22,3.07,60.99,3.31,0,27.31,50.49,50.32,61.62,27.24,21.19,49.27,60.26,13.06,0
1662,0.39,4.66,6.81,0.34,79.07,0,0,26.63,54.03,42.3,63.14,23.93,11.46,37,68.28,5.53,0
1663,3.4,16.31,21.57,8.03,108.47,9.91,2.16,55.88,77.16,49.8,71.1,38.06,16.27,52.49,94.81,19.32,0.18
1664,6.08,50.05,52.63,45.44,180.65,46.3,30.2,130.01,139.87,95.22,118.48,47.83,40.91,116.35,174.85,70.22,10.57
1665,3.39,33.09,34.41,29.58,124.98,27.82,17.19,83.14,89.13,66.02,75.97,33.69,26,75.92,124.81,44.47,3.89
1666,0.3,18.95,19.71,18.03,56.61,13.37,4.95,57.07,64.25,61.19,56.41,18.36,13.5,59.89,74.05,27.16,0.88
1667,0,12.56,16.66,12.18,36.01,8.77,0,43.29,57.44,62.1,58.49,18.86,12.84,54.12,54.27,16.69,0.04
1668,0,14.17,18.86,15.96,2.31,15.75,0,50.07,46.6,83.28,48.23,15.32,7.62,63.69,36.47,10.75,0
1669,0,9.39,23.92,17.71,0,21.98,0.25,43.89,36.13,86.25,37.88,17.24,11.9,62.86,26.07,12.18,0
1670,0,5.29,27.03,18.96,0.41,24.67,2.65,35.45,30.61,80.67,29.06,19.83,12.15,59.17,23.4,14.01,0
1671,0.15,5.11,26.73,19.35,2.19,25.03,5.31,32.38,28.45,77.44,27.18,22.58,14.39,62.14,27.13,9.65,0
1672,1.91,4.3,16.69,15.46,4.71,15.31,5.56,20.79,29.2,47.96,32.93,23.72,28.83,38.86,38.81,14.53,1.26
1673,0.11,0.74,21.28,8.71,5.89,21.8,7.74,20.4,17.86,54.48,17.34,26.33,18.08,49.57,31.16,6.4,0
1674,0.3,0.49,25.49,11.09,7.69,21.95,7.02,21.99,16.14,54.01,16.83,30.02,22.2,49.1,42.68,5.35,0
1675,0.21,0.4,30.36,17.28,14.93,29.14,13.78,23.98,18.21,59.85,16.61,45.65,26.33,55.76,52.64,10.56,0
1676,5.01,1.17,40.76,29.6,18.01,32.74,26.96,33.11,30.93,61.41,26.43,56.66,51.18,68.55,78.27,30.62,0.04
1677,1.21,0.04,33.13,21.13,18.42,29.21,24.45,36.05,19.33,45.89,17.22,51.97,46.27,65.77,75.79,19.52,0
1678,0.02,0,29.22,18.2,14.43,23.44,26.37,41.08,17.32,27.39,8.7,46.22,52.3,62.79,86.99,16.73,0
1679,0.18,0,26.33,21.24,16.65,34.55,37.45,55.38,18.12,14.31,8.45,51.32,66.23,80.58,109.44,26.01,0
1680,0.09,0,29.62,44.4,32.68,65.55,70.71,75.08,22.76,8.4,27.13,61.87,100.71,100.6,143.33,51.52,0
1681,2.58,0,33.76,66.63,65.34,104.98,113.7,87.3,33.95,25.26,42.89,75.61,136.78,120.46,173.47,102.18,0.32
1682,1.44,0,41,85.37,86.14,139.91,146.97,122.11,41.21,38.25,52.06,103.04,170.04,179.2,227.9,132.56,0.88
1683,9.59,44.88,20.86,97.96,12.77,38.61,27.21,58.94,31.59,102.65,99.13,74.71,39.49,83.52,22.87,151.74,50.4
1684,6.97,46.18,22.73,104.44,9.09,44.4,20.22,62.25,29.04,111.13,93.88,77.33,29.42,93.55,19.83,157.41,37.81
1685,0.16,19.85,8.23,47.5,3.28,29.82,7.94,34.94,11.31,74.6,68.96,52.12,23.77,69.45,10.44,101.61,10.75
1686,0,4.06,4.91,17.77,0.57,16.42,0.85,21.67,6.71,52.43,58.3,36.24,13.22,53.73,9.92,55.05,0.73
1687,0,5.53,3.43,7.27,4.19,6.02,0.43,23.68,12.63,50.97,66.62,32.08,8.52,46.32,22.93,25.65,0
1688,0,1.16,0.58,0.1,20.07,0.58,0,18.22,17.66,32.31,58.67,17.08,4.47,32.37,18.76,2.75,0
1689,0.27,11.15,7.6,1.04,65.31,0.69,0,21.14,43.83,35.59,67.92,20.72,14.22,44.98,43.08,9.76,0
1690,1.29,4.99,11.22,0.7,107.8,0.12,0,29.72,61.38,43.89,88.75,15.2,12.8,48.89,61.54,2.54,0
1691,2.79,15.28,17.52,2.42,122.43,1.44,0.31,42.77,73.24,46.91,81.47,28.46,12.04,46.91,89.25,10.3,0
1692,10.08,42.17,45.57,33.92,182.58,36.81,21.96,125.14,125.63,83.19,113.41,53.28,36.69,101.71,175.85,53.14,3.84
1693,2.09,29.03,22.81,27.56,102.73,23.66,16.42,73.99,76.67,59.71,68.77,25.39,23.76,66.73,101.66,39.43,2.1
1694,0,5.98,5.33,3.77,39.45,2.22,0.19,31.98,43.14,41.37,44.47,8.19,7.83,36.23,51.6,7.38,0
1695,0,4.17,7.45,3.26,23.39,2.04,0,17.94,30.54,35.88,32.7,6.76,8.32,31.48,29.44,4.93,0
1696,0,20.89,36.21,25.56,0.72,26.27,0.1,62.86,54.15,114.4,67.09,12.33,14.96,88.91,44.63,17.79,0.12
1697,0,14.76,31.4,25.21,0.31,24.36,0.27,49.58,42.02,94.14,42.34,12.08,15.24,73.42,31.18,12.79,0
1698,0,9.62,31.25,24.9,0,28.93,1.1,42.52,36.49,95.74,31.15,17.01,15.86,67.71,27.07,13.07,0
1699,0,5.38,26.03,20.06,0.07,24.83,4.22,31.98,32.4,81.32,26.73,16.09,14.95,61.97,23.08,8.74,0
1700,0,4.69,27.29,19.37,1.71,25.9,8.19,29.26,26.14,74.27,23.75,17.7,15.38,60.78,30.81,8.28,0.67
1701,0,3.67,33.65,18.69,9.32,27.86,12.92,30.3,20.61,73.31,19.55,27.66,19.29,62.61,39.26,10.85,0.28
1702,0,0.51,29.73,15.31,7.38,27.61,11.92,25.93,16.36,63.09,15.63,31.81,24.83,57.45,50.56,10.33,0.27
1703,0,0.15,29.83,12.31,9.36,28.76,14.51,26.69,16.23,56.09,13.85,29.07,33.76,50.97,60.16,8.45,0
1704,0,0.04,32.48,14.49,15.04,31.2,22.35,29.66,16.99,53.7,11.69,38.65,43.36,58.79,77.52,8.76,0
1705,0,0.05,26.06,10.92,16.38,26.44,23.64,33.02,15.24,38.32,11.36,39.72,54.48,51.96,84.79,13.67,0
1706,0,0,27.35,15.9,14.52,25.35,30.76,42.16,15.65,27.26,5.51,38.79,60.61,59.02,97.64,18.42,0
1707,0.08,0,34.68,36.05,26.03,49.46,51.95,65.64,21.52,19.42,16.55,66.94,88.42,88.18,134.94,40.59,0
1708,0.88,0,40.23,62.44,50.86,87.79,92.03,86.87,26.33,17.32,40.01,81.25,121.82,115.84,167,81.16,0
1709,4.2,0,44.83,74.32,76.98,112.19,119.77,97.78,34.84,35.32,51.07,85.75,142.33,135.25,185.43,111.51,0.48
1710,5.35,41.13,18.66,99.51,6.18,41.44,16.91,58.89,26.49,105.34,89.43,71.82,29.56,89.22,14.78,151.88,37.07
1711,0.05,18.87,9.56,61.48,1.55,31.6,2.05,39.54,12.84,78.12,66.21,48.93,16.99,79.46,8.31,111.28,10.99
1712,0,23.07,9.99,34.39,2.84,25.06,2.95,35.83,9.75,68.13,66.67,44.84,19.63,75.54,21.41,77.94,2.15
1713,0,0.24,0.99,0.29,5.31,1.36,0.24,23.03,5.87,42.26,77.25,31.58,2.94,45.06,14.4,17.24,0
1714,0,0.09,0.42,0,22.7,0,0,24.62,15.67,40.16,82.63,13.13,2.32,43.03,12.48,0.06,0
1715,0,4.23,6.1,0,54.5,0.47,0,20.51,25.28,32.52,81.96,2.52,5,50.11,8.11,3.23,0
1716,3.9,9.73,13.16,1.91,83.08,1.74,0.91,27.08,47.57,34.2,75.13,7.2,18.78,63.74,26.74,8.07,0.33
1717,7.79,15.15,23.31,4.64,107.67,5.62,0,36.25,60.97,38.92,85.08,7.34,9.1,75.46,37.79,15.11,3.9
1718,5.58,41.02,47.16,40.94,98.15,35.2,9.95,83.3,84.95,83.26,84.95,25.23,19.07,99.99,73.19,43.39,2.12
1719,2.33,32.42,34.34,33.37,71.1,23.71,6.53,74.33,76.72,73.89,70.1,21.13,15.27,82.96,72.57,32.9,1.84
1720,0.01,19.22,23.81,15.81,36.73,13.11,2.31,42.72,51.34,58.97,52.67,13.52,11.2,58.57,46.33,18.63,1.13
1721,0,26.15,34.44,22.99,17.6,20.17,0.62,54.97,55.99,97.38,70.91,15.87,19.48,85.79,49.69,17.83,0.94
1722,0,19.23,31.56,29.11,2.31,22.38,0.19,56.72,52.19,103.44,52.7,6.78,19.79,83.46,38.56,12.54,0.4
1723,0,16.31,34.06,33.61,3.25,24.14,0.24,49.44,55.39,103.43,45.87,8.35,24.63,79.59,31.74,8.23,0.54
1724,0,15.53,36.22,35.04,0,28.07,1.14,47.9,48.09,106.7,37.45,9.8,22.11,77.46,27.86,9.22,1.46
1725,0,3.59,23.48,22.15,0,20.58,2.06,34.8,37.01,85.23,27.19,10.48,16.77,63,27.21,5.6,0.26
1726,0,2.83,14.58,14.93,0.28,13.89,3.46,21.55,28.73,55.63,23.17,10.23,25.15,46.37,31.7,4.39,1.23
1727,0,0.75,22.86,17.76,1.17,21.88,9.26,24.66,20.2,59.97,14.39,14.16,20.66,52.82,40.14,6.65,0.36
1728,0,0.48,19.9,12.73,4.37,25,10.93,25,15.93,53.1,13.19,18.46,28.39,46.11,52.45,4.13,0.12
1729,0,0.04,29.55,17.34,10.63,34.49,21.98,27.68,17.96,58.99,13.08,26.98,40.22,47.56,68.4,9.08,0.4
1730,0,0,29.2,17.36,14.05,31.01,26.51,29.44,15.99,51.44,8.35,28.39,49.73,43.19,76.66,9.71,0.19
1731,0,0.12,29.81,17.68,15.62,32.76,33.33,31.74,17.35,46.47,6.77,32.81,61.16,47.1,89.06,15.33,0.02
1732,0,0,24.9,10.06,10.33,27.35,29.63,37.38,15.02,32.57,2.99,33.54,54.47,58.86,90.66,16.4,0.07
1733,0,0,32.56,28.03,21.1,41.59,48.26,60.15,21.22,20.21,10.86,58.15,78.77,86.93,130.57,34.29,0
1734,0.71,0,29.49,44.86,35.74,63.4,62.8,72.76,21.74,8.53,26.4,61.96,103.04,92.61,146.87,55.41,0
1735,0.99,0,53.63,81.99,73.56,119.64,128.89,107.25,38.91,29.56,55.62,102.69,150.62,161.28,212.17,124.29,0.34
1736,0,27.48,9.52,53.76,3.02,26.42,16.42,33.45,11.2,73.57,72.59,49.18,20.06,76.61,22.65,96.25,8.38
1737,0,18.46,15.31,53.53,1.55,38.8,1.61,51.86,14.78,95.31,68.32,42.78,17.2,97.61,17.98,93.69,1.6
1738,0,1.54,0.96,4.52,3,4.54,0.08,20.89,12.1,42.15,71.46,28.35,8.43,56.47,21.31,22.8,0
1739,0,1.37,2.09,0.48,11.86,0,0,26.43,17.04,38.81,73.92,10.53,4.05,49.73,8.73,0.41,0
1740,0,3.35,6.32,0,41.58,0.46,0,24.25,22.78,32.42,72.59,3.32,6.45,66.66,3.45,6.87,0
1741,8.04,14.18,16.4,5.75,52.45,6.27,2.93,30.46,46.68,25.14,65.42,0.19,9.31,72.88,6.18,16.73,10.99
1742,24.81,43.39,44.37,43.68,62.12,54.44,19.6,77.35,59.08,63.12,76.96,14.57,17.55,97.64,17.97,41.05,30.2
1743,15.02,40.7,36.73,45.07,47.98,54.34,13.47,74.03,52.57,72.87,74.96,14,16.2,98.43,18.6,33.66,12.67
1744,1.54,34.22,31.07,31.99,30.11,29.41,1.83,53.72,49.79,72.5,61.78,12.02,13.28,83.09,27.92,26.37,1.5
1745,0,5.34,4.41,5.38,9,3.14,0,16.55,24.5,33.02,30.68,1.94,4.91,33.94,15.6,2.4,0
1746,0,19.12,23.14,21.62,2.72,15.84,0.84,39.11,40.3,79.08,41.75,6.35,19.65,63.92,29.13,10.37,1.11
1747,0.46,29.27,31.56,41.28,0.74,26.09,0,53.19,55.33,111.05,43.11,7.33,40.22,83.01,37.13,15.17,4.81
1748,12.05,38.65,47.84,61.81,27.75,33.82,14.64,63.14,64.96,115.48,51.51,24.6,66.3,92.68,62.42,38.14,27.69
1749,0,12.96,20.01,26.13,1.11,16.97,0.15,32.05,41.98,83.96,29.17,2.61,27.77,60.88,27.83,6.69,4.25
1750,0,2.48,11.77,13.39,2.27,7.79,0.88,17.37,38.06,55,29.39,4.57,23.52,45.14,25.39,1.33,0.67
1751,0,2.4,12.47,12.72,0.39,12.66,3.19,18.42,22.77,52.99,17.38,3.63,19.19,43.55,24.9,3.09,0.64
1752,0,2.68,21.82,19.53,2.14,24.6,9.08,25.61,21.53,64.39,14.55,9.97,23.17,53.42,44.34,5.82,0.1
1753,5.81,3.4,26.53,34.77,14.45,34.91,25.86,31.15,22.65,56.83,20.59,25.54,45.76,46.6,74.69,22.82,4.34
1754,1.53,0.12,32.29,31.04,9.83,43.43,36.41,31.96,18.25,61.67,6.22,27.06,50.08,39.2,80.74,22.03,2.14
1755,3.5,0,31.65,40.94,14.39,45.33,42.69,32.89,17.6,57.25,4.66,28.44,64.79,34.92,89.36,27.95,1.79
1756,2.09,0,31.34,36.59,14.19,43.79,46.83,33.26,18.59,55.88,5.51,32.06,67.96,40.5,95.79,28.67,0.69
1757,0.38,0,29.63,20.99,14.6,37.2,42.35,35.44,17.6,44.21,4.86,33.57,73.15,49.56,102.17,23.94,0.4
1758,0,0,28.59,16.66,17.71,29.9,40.61,45.39,16.8,26.24,6.17,39.62,71.95,61.73,115.54,21.38,0.06
1759,0,0,30.29,33.25,29.3,54.69,59.35,59.04,23.58,13.99,15.74,59.85,95.4,83.81,140.58,48.25,0
1760,0,27.44,17.68,60.4,6.09,25.74,15.39,35.1,10.54,88.22,80.79,48.79,28.64,91.82,46.08,107.36,2.69
1761,0,10.5,11.75,40.17,3.26,27.35,1.38,36.43,11.94,74.32,70.43,43.09,15.91,86.68,29.83,75.98,0
1762,0,15.82,10.2,11.51,11.92,6.04,1.18,40.71,18.49,55.79,73.63,41.2,15.89,76.55,31.1,33.21,0
1763,0,9.11,11.45,6.31,18.07,5.58,0.03,31.61,22.19,50.68,68.72,20.32,13.8,70.98,21.53,13.7,0
1764,0.4,31.09,15.75,9.03,41.73,11.09,1.46,37.82,41.05,55.63,66.96,14.75,17.41,81.7,21.98,16.74,1.58
1765,13.73,36.79,35.63,13.86,62.15,22.38,7.15,50.48,60.16,50.29,81.85,5.41,22.36,85.64,11.83,30.74,16.68
1766,19.55,44.76,47.81,52.02,58.52,67.3,20.34,88.26,52.11,76.32,81.79,17.64,17.98,103.58,16.69,43.62,21.96
1767,11.52,24.11,22.87,25.69,37.27,32.77,8.35,49.08,34.53,45.76,57.14,6.17,12.76,77.59,7.19,23.44,12.39
1768,1.51,31.99,32.14,28.91,20.53,30.39,2.36,49.66,47.53,74.29,61.43,9.21,14.98,84.54,18.93,24.26,1.95
1769,0,25.4,24.09,23.08,0.81,18.41,0.35,42.6,38.56,85.65,55.1,5.79,15.33,74.95,27.16,12.84,0.1
1770,1.02,33.89,35,44.73,0.75,25.63,0,53.56,54.84,126.92,55.08,9.44,41.3,93.89,40.72,17.77,4.82
1771,8.16,34.98,30.46,51.9,0.96,23.43,0,50.23,65.35,113.3,44.23,11.56,82.86,86.42,49.91,23.47,14.51
1772,13.56,48.76,54.71,79.7,9.5,28.91,8.35,65.24,88.27,129.2,61.98,29.88,122.32,115.43,85.03,43.2,40.22
1773,5.12,17.17,19.8,36.33,1.05,15.19,0.32,32.8,47.63,83.07,32.06,8.26,56.08,61.48,34.14,15.61,8.82
1774,0.37,6.32,15.84,23.14,0,12.81,0.15,28.67,38.11,77.53,21.12,1.82,32.26,56.54,24.19,3.93,2.91
1775,0,2.89,22.64,23.36,0,20.69,3.96,33.13,30.16,82.6,23.72,3.42,26.79,62.8,33.96,6.62,1.56
1776,0.17,3.31,26.29,23.85,2.15,29.34,14.39,26.99,23.37,65.79,20.06,9.53,42.49,49.08,56.27,14.85,2.97
1777,0.94,0.18,15.77,14.83,2.62,21.28,14.26,18.02,9.1,35.31,5.23,11.12,25.09,23.08,38.46,9.32,1.38
1778,11.95,0,31.81,55.65,10.66,57.05,62.82,34.57,16.51,66.5,2.52,39.18,81.23,25.8,108.6,43.02,3.17
1779,20.44,0.18,30.19,61.15,11.84,54.29,65.52,29.44,14.68,59.73,3.6,39.68,86.63,20.69,114.72,55.43,4.81
1780,13.64,0,29.33,54.33,13.85,49.2,58.62,33.27,16.1,60.58,0.76,37.16,88.18,24.97,110.81,48.71,3.24
1781,3.11,0.07,23.68,26.64,8.16,34.17,43.42,28.56,14.62,42.49,3.5,26.6,66.71,26.57,94.4,25.34,0.87
1782,0,0,19.5,15.16,13.94,28.91,51.1,30.77,14.32,25.81,6.79,31.01,83.46,43.9,109.67,32.15,0.35
