ID,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,14.15,9.48,9.02,20.18,16.61,0.27,7.41,4.78,2.43,4.52,1.96,14.3,0.04,4.74,0.27,0,5.67,5.16,12.39,10.99,0,16.04
553,10.77,4.06,5.5,21.33,17.03,0,2.07,3.45,0,3.95,0,22.73,0,1.03,0,0,1.45,1.13,10.21,13.89,0,22.54
554,6.25,5.04,6.38,9.55,8.81,0,2.52,2.85,0,2.65,0,6.94,0,2.43,0,0,1.55,2.31,3.99,6.56,0,9.59
555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,45.48,33.39,38.34,64.22,61.14,9.06,31.4,21.8,12,17.23,6.68,34.73,2.77,27.24,9.41,1.87,21.15,29.76,41.86,41.45,8.68,45.37
557,3.83,4.76,3.72,8.57,13.37,0,3.28,2.69,0.16,2.57,0,4.69,0,2.42,0,0,1.52,2.39,5.71,6.69,0,8.14
558,27.92,15.3,19.27,20.14,29.72,1.04,11.88,10.67,1.87,9.02,2.89,15.41,1.08,7.13,0.04,0,5,5.58,10.81,14.31,0,19.98
559,62.74,49.89,58.72,81.32,96.45,9.05,47.29,44.95,14.63,34.28,8.85,54.28,7.12,37.96,4.6,0,12.57,33.59,53.73,46.1,12.06,74.27
560,58.99,47.97,60.09,81.64,108.62,10.27,57.92,45.96,17.11,34.61,8.08,61.99,3.34,35.48,3.39,0,11.67,34.07,54.98,47.44,13.84,75.78
561,70.97,57.77,76.48,102.41,133.25,11.52,71.02,60.34,20.98,43.85,9.51,79.08,2.92,43.17,0.88,0,8.11,37.66,62.59,52.65,15.88,93.77
562,121.75,122.51,136.95,231.81,232.4,47.72,137.95,99.06,56.86,46.37,58.8,124.3,29.38,74.15,13.48,0.38,66.11,101.67,117.31,130.8,55.29,163.91
563,176.43,205.71,217.94,324.96,310.78,91.08,206.01,143.77,109.91,60.44,121.37,169.69,70.83,117.39,37.14,0.63,122.84,148.49,149.02,209.5,93.14,214.08
564,175.56,207.35,224.48,279.16,280.62,94.77,182.07,148.59,97.15,57.24,120.44,163.11,86.32,112.64,38.83,2.33,134.07,151.23,150.85,218.75,107.94,236.49
565,0,0.61,25.48,5.69,0.3,7.59,9.94,5.13,2.55,12.46,0,14.05,0,0.56,0,0,9.78,0.1,15.99,0,1.3,84.73
566,0,0.71,11.79,3.86,1.06,4.13,5.68,1.51,1.64,3.88,0.29,8.46,0.1,1.13,0.02,0.52,11.37,1.23,9.23,0.71,2.38,53.33
567,0.11,3.24,32.53,16.27,3.71,10.19,13.22,7.88,7.9,16.64,1.8,18.52,0.29,4.95,0.62,1.19,21.69,3.84,31.82,0.43,6.32,94.17
568,0,1.45,23.34,11.35,0.65,4.11,7.45,2.87,1.57,10.52,0.01,20.51,0,2.08,0.04,0,13.45,1.05,21.25,0.15,1.47,66.82
569,0,1.2,21.19,11.68,0.45,2.63,8.18,5.45,1.25,8.98,0,24.4,0,0.3,0,0.05,14.14,1.24,23.97,2.09,0.87,66.91
570,0.05,4.79,21.3,14.52,3.84,5.57,7.94,6.38,12.56,15.25,3.12,25.05,0.56,7.24,2.51,6.83,18.99,6.15,34.04,4.57,5.95,69.94
571,0.11,4.5,13.42,9.7,3.26,3.46,5.1,5.48,8.28,10.18,3.75,21.7,0.16,4.58,2.02,3.52,15.58,7.3,27.12,6.8,2.02,54.85
572,1.61,9.47,27.42,23.35,6.81,5.86,12.02,12.03,17.46,24.95,5.97,33.13,0.5,9.84,4.4,7.42,33.06,16.79,50.95,13.46,7.18,78.31
573,0.8,7.65,23.89,19.88,4.18,4.8,9.82,9.88,10.01,21.93,3.62,32.53,0.14,8.22,2.61,4.31,22.69,9.61,42.67,6.04,2.94,83.09
574,0,1.56,7.92,11.24,0.05,1,7.38,3.77,0.07,8.47,0,15.84,0,0.34,0,0,5.81,1.29,17.09,0,0,38.66
575,0,6.78,17.32,13.15,2.05,3.87,9.65,8.14,3.93,18.9,0.37,22.34,0,4.13,1.26,0.81,14.42,6.93,34.61,2.91,0.1,56.46
576,0,3.67,11.52,5.83,0.82,1.77,4.4,2.65,0.49,9.99,0,9.09,0,2.6,0.19,0.04,5.4,2.9,15.63,0.23,0,25.13
577,0,15.34,24.8,15.12,2.13,2.49,10.15,9.04,0.99,25.2,0.07,25.09,0,13.44,2.41,1.78,16.21,13.72,46.85,6.61,2.65,63.78
578,0,8.94,18.69,10.81,1.05,2.14,6.85,5.51,0.98,20.2,0.38,20.31,0,9.02,1.33,0.68,11.31,8.87,31.11,2.53,0.47,52.95
579,0,4.57,7.98,8.32,2.16,1.46,4.22,4.27,3.03,10.21,2.04,12.76,0,8.13,3.01,1.9,10.25,8.28,19.85,9.4,1.12,27.69
580,0,3.87,5.43,3.32,0,0,3.67,2.8,0,8.2,0,8.88,0,5.07,0.02,0,4.94,7.23,13.65,3.48,0,26.66
581,0,8.16,10.31,5.81,0.7,0.55,5.78,4.3,0.06,17.18,0,13.04,0,7.57,1.09,0.02,7.82,12.2,22.8,4.79,0.02,44.43
582,0,0,0,0,0,0,0,0,0,0.89,0,1.37,0,0,0,0,0.43,0.63,1.18,0.07,0,4.27
583,0.03,1.9,1.17,0.85,0,0,0.39,0.8,0,3.31,0.42,4,0,1.96,0,0,2.1,4.74,6.2,4.05,0,11.31
584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,0.81,0,0,0,2.17,0,0.1,0,0,0,0,2.33,0,0,0,0,3.16,2.1,2.83,2.82,0,8.05
586,0,2.16,1.75,0.75,0.56,0,0.34,2.16,0,3.8,0,8.62,0,3.51,0,0,11.82,10.91,15.21,13.28,0,37.04
587,0.12,3.24,3.68,2.47,2.14,0,1.6,2.93,0,5.06,0.3,6.32,0,5.36,0.63,0.43,7.12,8.94,14.01,10.88,0,30.78
588,0,4.17,2.08,0.88,3.82,0,0.99,3.04,0,7.32,0,10.85,0,6.87,0.05,0,16.5,15.28,29.3,17.81,0,46.43
589,0,1.53,0,0,5.14,0,0.42,2.8,0,3.91,0,12.22,0,1.86,0,0,16.41,10.71,29.72,14.12,0,46.17
590,0,5.53,4.42,2.62,3.12,0.1,2.76,2.86,0,8.06,0,5.99,0,6.38,0.97,0.02,4.58,8.08,12.04,3.2,0,16.59
591,0.17,0,0,0.62,2.3,0,0,0.09,0,0.04,0,4.03,0,0.45,0.31,0,5.01,3.71,5.06,4.78,0,15.73
592,0.29,1.49,1.11,0.33,4.5,0,0.38,0.89,0,1.9,0,9.68,0,2.18,0,0,6.9,4.04,14.58,8.42,0,22.78
593,18.58,16.27,15.96,29.64,28.01,0.31,8.92,11.18,6.43,13.18,3.01,25.9,1.25,23.76,13.56,1.91,24.98,31.16,37.16,33.19,2.45,52.82
594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,20.85,9.6,5.94,36.92,24.64,0,8.1,3.72,0.41,0.84,0.42,20.98,0,2.58,0.47,0,7.3,2.95,11.17,22.81,0.21,21.73
600,7.71,2.76,10.27,7.4,8.03,0.38,3.76,4.59,1.85,4.53,0.57,11.96,0.29,5.69,1.17,0,2.1,7.48,10.28,8.23,1.03,20.82
601,46.19,37.36,36.38,54.25,45.01,2.64,16.06,31.34,9.32,26.1,2.6,46.52,1.22,40.45,10.13,1.64,17.52,36.9,60.9,44.02,8.75,71.77
602,12.9,7.29,10.57,12.15,8.56,0,3.72,3.04,0,1.18,0,17.57,0,8.08,0,0,0.5,3.47,21.25,13.73,0,26.57
603,14.11,5.43,4.74,17.03,25.61,0,4.27,3.79,0,2.68,0,7.97,0,3.95,0,0,4.5,3.42,11.53,18.76,0,16.33
604,10.85,4.85,2.38,21.65,28.18,0,2.12,1.46,0,1.16,0,3.96,0,0.23,0,0,1.49,1.98,5.95,19.39,0,11.19
605,41.81,27.45,27.21,50.35,58.9,2.49,23.32,20.09,3.61,16.79,2.59,24.16,1.55,22.71,7.13,0,8.73,17.12,43.5,40.62,9.4,45.36
606,74.89,59.29,59.97,89.74,103.78,13.87,53.09,41.09,16.93,26.33,9.16,54.1,4.43,36.48,6.62,0.12,23.5,47.09,64.56,64.28,12.9,85.28
607,103.98,87.06,92.4,138.94,155.28,18.36,85.96,72.95,31.9,47.68,21.8,80.72,6.22,69.28,5.93,0.16,33.67,63.94,97.35,103.33,35.77,122.4
608,129.29,85.8,119.51,164.28,202.14,28.13,111.46,94.45,51.67,61.16,29.12,109.12,11.4,91.4,16.78,1.44,37.88,84.75,129,136.22,56.42,160.54
609,127.35,108.73,136.73,199.76,223.14,35.86,132.93,110.1,51.49,68.02,43.98,132.18,12.72,102.87,22.73,0.12,51.89,120.45,147.51,154.47,66.67,195.32
610,144.21,150.99,184.78,235.31,255.4,69.5,178.13,128.88,89.6,61.56,97.34,151.98,55.62,126.06,52.35,2.93,115.1,148.87,168.24,209.51,107.71,218.84
611,192.12,216.22,241.48,292.16,310.39,115.02,220.03,169.84,121.84,71.52,141.19,183.69,83.04,176.94,73.22,15.16,173.89,211.1,206.6,282.36,167.35,279.94
612,0,0,8.3,1.61,0.03,2.13,2.23,2.27,1,1.56,0,12.86,0,0,0,0,2.78,0.03,8.66,0,1.14,60.08
613,0,0,5.33,1.61,0,0.6,2.67,0,0.4,1.11,0,14.52,0,0,0,0,5.08,0,3.66,0,0.19,53.25
614,0,1.03,24.48,7.71,1.84,6.97,10.35,3.63,6.12,8.68,0,13.84,0,2.3,0,0.35,20.22,0.37,18.83,0,4.71,82.2
615,0,0.36,29.92,12.26,1.52,8.63,13.37,4.49,3.96,11.46,0,15.85,0,0.48,0,0,17.72,0.37,21.27,0,3.73,83.46
616,0,0.19,14.86,8.11,0.5,2.53,5.34,1.99,0.72,5.11,0.22,15.89,0,0.09,0,0,8.7,0.76,14.15,0.22,0.29,48.09
617,0.07,3.04,12.97,7.36,2.83,2.65,4.3,3.46,5.2,8.82,2.1,15.77,0.62,3.96,1.71,3.23,14.2,4.29,18.8,3.57,2.92,39.49
618,0,2.59,22.15,11.24,0.58,3.31,8.65,7.56,1.47,12.12,0.7,31.01,0,0.61,0.15,0.56,16.55,3.15,36.17,0.33,0.93,76.14
619,0,2.42,16.73,8.82,0.27,1.75,7.04,5.39,3.43,12.3,0.65,33.57,0,0.92,0,0.9,17.71,4.88,38.14,3.49,0.37,77.99
620,0,2.12,9.73,6.31,0.34,1.07,3.34,1.97,5.73,6.27,0.22,18.47,0,0.63,0,1.35,12.19,3.98,19.9,4.06,1.58,44.4
621,0,1.6,15.6,9.41,0.02,1.16,6.12,5.41,0.63,11.41,0,28.79,0,0.07,0,0,12.18,2.34,24.98,1.24,0,62.94
622,0,2.56,19.27,9.38,0.91,1.48,10.18,7.2,0.32,16.07,0,26.96,0,0.46,0.02,0.76,8.88,1.38,27.74,0,0,61.29
623,0,2.29,9.03,8.65,1.19,0.92,5.31,3.16,0.9,9.01,0,20.37,0,1.93,0.18,0.26,9.32,3.08,21.2,1.18,0,44.68
624,0,8.86,31.55,13.63,1.53,2.89,13.81,7.45,0.82,27.76,0.45,32.69,0,4.82,0.49,0,14.84,5.02,43.3,1.35,0.04,85.44
625,0,11.44,22.88,9.01,0.76,2.31,11.03,7.95,0,24.22,0,24.6,0,6.58,0.06,0,11.16,7.33,37.71,4.48,0.37,62.89
626,0,2.63,5.98,2.35,0.16,0.44,2.13,1.12,0,6.48,0,5.98,0,1.81,0,0,2.48,2.41,10.28,0.03,0,14.86
627,0.29,9.59,18.19,10.09,2.11,1.06,7.45,6.76,0.86,20.79,1.53,18.94,0,12.53,1.86,0.82,9.7,13.6,31.04,7.48,0.87,54.65
628,0,5.41,7.1,4.37,0.77,0.02,3.73,3.12,0.3,9.38,0.6,6.78,0,8.08,1.44,0.3,6.38,9.68,17.94,9.23,0.51,24.02
629,0,5.16,6.07,3.14,0.19,0.02,3.89,2.78,0,11.43,0,10.92,0,4.51,0.82,0,4.59,8.92,17.06,2.14,0,40.08
630,0,7.52,10.54,6.4,0,0.05,4.55,5.23,0,21.05,0.45,16.99,0,8.65,0.54,0,9.38,19.31,28.23,7.17,0.04,54.97
631,0.34,11.45,11.25,11.87,3.6,0,9.67,10.43,4.12,22.99,4.49,26.78,0.26,18.25,3.76,0.22,21.22,30.79,43.02,22.49,0.22,66.87
632,0,4.09,4.25,2.28,0.53,0,2.57,2.89,0,8.72,0.19,5.84,0,4.7,0,0,3.58,7.8,11.71,1.73,0,21.26
633,0.52,11.43,10.95,3.46,4.47,0,4.99,8.55,0,22.11,0.09,16.81,0,15.53,0.66,0.52,13.14,25.73,35.46,10.25,0,51.37
634,0,10.56,10.59,2.42,1.7,0,3.8,8.03,0,20.62,0,14.34,0,13.04,0,0,8.13,23.9,31.51,4.78,0,50.9
635,0,2,2.3,1.49,1.08,0,1.05,2.23,0,6.71,0,5.47,0,4.22,0,0,1.63,7.04,12.95,1.56,0,24.68
636,0.02,6.99,5.41,1.78,4.47,0,3.48,4.29,0,12.91,0,9.24,0,9.58,0.35,0,15.11,16.76,30.34,13.96,0,40.49
637,0.23,2.53,1.95,1.37,1.86,0,1.3,1.54,0,3.68,0,3.73,0,3.8,0.02,0.01,5.49,5.6,12.34,6.34,0,17.47
638,0,2.34,0.26,1.28,1.72,0,0.52,4.94,0,3.19,0,9.94,0,3.62,0,0,8.9,6.47,18.44,11.65,0,31.56
639,0,0.45,0,0.03,2.06,0,0,1.48,0,0.6,0,8.61,0,0.24,0,0,11.99,2.11,12.23,11.02,0,24.2
640,0,0.19,0,0.68,1.38,0,0,0,0,0.2,0,9.52,0,0.6,0.26,0,6.73,3.53,12.25,13.17,0,24.23
641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,0.02,0.37,0.89,0,0.51,0,0,0.41,0,1.21,0,1.13,0,0.92,0,0,0,0.93,1.33,0.38,0,3.24
644,0.35,0,0,0.46,0.47,0,0.16,0.11,0,0,0,1.81,0,0,0,0,0.38,0.06,1.13,1.77,0,1.79
645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,1.02,0.15,0.72,3.92,4.87,0,1.68,0,0,0,0,1.26,0,0,0.76,0,1.08,0,0.13,3.8,0,0.9
647,17.13,6.73,9.96,31.32,28.11,0.73,8.69,4.48,2.61,1.22,0,15.4,0,4.57,1.72,0,7.49,6.54,10.46,20.13,0.19,21.69
648,11.36,7.45,8.76,19.29,17.84,0.98,9.53,4.04,2.59,2.3,2.01,10.13,1.9,4.26,2.86,0,5.72,3.05,8.52,13.26,0,15.29
649,73.42,54.02,61.69,113.64,90.79,8.87,52.53,36.61,23.94,29.59,11.78,64.31,2.76,50.67,19.55,1.57,42.85,56.44,83.81,84.34,13.08,99.7
650,51.91,27.67,41.99,50.31,41.15,6.46,28.38,21.42,14.81,15.07,5.12,39.31,5.49,35.71,14.54,2.8,28.04,38.07,57.95,52.36,13.69,53.16
651,38.4,23.85,23.3,48.06,50.78,1.47,18.01,16.84,3.83,13.37,3.34,33.05,1.5,21.44,6.19,0.24,14.54,19.93,41.82,47.54,6.07,54.82
652,40.9,15.68,10.14,49.39,60.55,0,12.1,10.14,0,9.99,0,27.54,0,8.3,0,0,10.66,10.5,36.99,42.9,0.36,50.17
653,71.41,46.46,51.49,83.05,105.71,7.14,45.71,37.82,12.72,36.42,4.26,50.72,1.3,42.34,14.68,1.59,16.19,37.53,72.35,79.19,20.86,89.01
654,51.15,45.17,43.3,64.89,84.82,9.71,48.1,29.14,8.05,18.66,11.45,39.37,3.36,24.73,1.07,0,22.63,22.29,42.98,52.46,9.99,61.36
655,84.71,60.54,67.85,99.66,126.13,19.38,67.76,56.03,26.21,34.63,15.68,67.21,4.9,54.77,5.58,0.14,31.65,52.93,79.5,92.18,36.05,108.07
656,158.96,110.57,121.57,195.59,233.52,45.06,133.73,98.53,62.91,46.72,48.51,117.49,16.43,93.51,17.48,0.82,67.38,103.09,141.2,189.57,72.63,201.88
657,100.84,89.54,109.13,163.11,185.47,27.64,120.98,95.81,47.8,60.54,28.56,116.81,9.56,88.17,20.16,0,34.13,103.47,124.48,135.31,54.1,179.94
658,124.78,109.04,195.62,235.42,249.48,57.17,185.19,129.29,81.27,93.26,73.79,170.52,21.12,130.87,70.23,0,78.88,167.5,203.12,195.27,97.19,248.27
659,146.9,137.34,206.93,241.39,256.6,77.12,189.23,138.54,93.7,82.57,101.33,167.89,48.46,142.22,77.67,10.33,116.88,170.59,195.18,229.41,124.99,236.29
660,131.98,139.4,167.78,204.2,220.62,81.16,164.53,130.64,83.47,51.22,100.01,142.29,45.28,104.23,46.13,4.96,115.8,163.96,153.62,192.68,102.87,225.22
661,0,0.15,3,0.32,0,0.19,0.34,0.19,0.19,0.86,0,14.23,0,0.19,0,0,1.2,0,2.07,0,0.09,45.54
662,0,0.09,13.87,5.46,0.17,3.83,6.39,1.71,1.21,6.64,0,13.92,0,0.07,0,0,7.03,0.11,9.46,0,1.18,61.8
663,0,0.23,12.87,4.41,0.35,2.35,6.84,2.64,0.99,5.74,0,11.65,0,0.08,0,0,9.39,0.25,9.15,0,0.37,50.47
664,0,0.77,20.49,9.5,0.61,5.11,10.73,2.99,0.87,10.77,0.03,16.33,0,0.03,0,0,12.29,0.61,17.36,0,0.58,78.75
665,0,1.81,25.39,7.41,0.6,5.31,9.53,4.61,0.95,15.94,0,27.53,0,0.3,0,0,13.4,1.38,30.51,0,0.33,78.96
666,0.08,3.15,26.8,12.22,3.77,5.31,11.49,4.58,4.68,17.99,2.29,27.7,0.44,4.43,1.97,1.51,17.74,5.02,38.02,4.2,1.5,82.7
667,0,4.35,24.84,15.01,2.45,5.27,8.2,5.19,8.66,17.46,2.39,29.04,0.2,6.29,1.41,2.05,23,7.3,40.68,6.29,2.17,86.63
668,0,1.99,19.41,9.87,0.54,2.32,5.52,5.58,2.52,13.33,0.83,30.68,0,1.62,0.12,0.4,17.47,5.02,32.19,3,0.42,70.52
669,0,1.05,14.57,8.62,0.08,0.92,7.62,3.68,1.96,13.44,0.28,30.15,0,0.61,0,0,18.19,4.85,30.87,2.05,0.06,74.08
670,0,3.53,28.03,13.06,0.09,1.64,11.31,6.07,0.52,22.86,0,30.05,0,0.03,0,0,15.5,4.44,37.6,0.14,0,79.27
671,0,2.18,23.75,10.17,1.04,1.45,12.27,5.61,0.03,20.86,0,30.92,0,0.34,0,0,10.38,2.26,30.67,0,0,64.94
672,0,3.84,19.07,6.25,0.21,0.82,8.94,4.44,0.01,17.55,0,22.38,0,0.72,0,0.15,6.05,2.96,26.5,0.34,0,55.64
673,0,8.44,29.59,10.22,0.96,2.85,11.87,7.98,0,28.89,0,29.8,0,4.53,0.04,0,11.66,5.19,41.43,0.85,0,73.11
674,0,8.67,23.27,9.88,1.74,1.13,11.3,6.29,0,25.33,0,23.44,0,3.71,0.16,0,5.31,5.05,32.67,0.12,0,64.7
675,0,10.58,29.8,9.36,0.81,2.25,13.15,8.48,0,29.97,0,27.75,0,6.95,0,0.06,8.22,7.93,39.81,0.48,0,75.35
676,0,7.87,20.6,7.47,0.28,0.57,6.5,6.05,0,23.47,0,24.46,0,4.68,0.07,0,8.26,8.57,30.56,1.69,0,72.87
677,0,13.67,24.09,9.62,0.95,0.23,9.43,7.37,0,29.49,0.21,23.74,0,8.08,1.64,0,13.31,17.85,41,4.71,0.01,83.48
678,0,9.77,14.8,6.73,0.02,0,9.73,8.17,0,26.03,0,25.1,0,6.09,0.15,0,8.63,17.54,30.64,1.69,0,75.83
679,0,11.18,13.38,7.46,0.5,0.15,8.3,10.45,0,31.07,0.01,23.71,0,11.43,0.71,0,9.07,20.34,37.47,3.94,0,80.73
680,0.62,2.8,2.23,1.6,0.17,0,2.2,1.44,0,6.94,0.19,7.19,0,1.48,0.2,0,5.06,6.16,11.63,4.18,0,23.68
681,0.26,11.42,12.1,7.59,2.1,0.39,6.58,7.88,0.13,24.27,3.93,19.67,0,12.82,4.41,0,12.58,23.32,40.05,10.56,0,48.7
682,0.2,19.61,20.38,9.07,5.23,0.02,9.49,12.27,0,44.55,2.33,28.89,0,23.2,3.04,0,18.09,42.04,63.97,16.06,0,83.02
683,0.28,22.67,17.9,5.56,8.71,0.29,8.45,15.91,0,54.08,0.84,32.14,0,27.02,1.04,0,17.01,46.46,74.65,14.79,0,105.92
684,0.03,24.91,23.95,6.15,10.31,0.13,6.19,17.15,0,52.33,0,28.47,0,23.39,0.87,0,12.13,44.2,75.37,10.46,0,100.46
685,0.49,26.81,21.96,5.2,16.38,0,8.9,16.62,0,49.44,0.13,27.73,0,32.57,0.99,0,16.99,44.63,87.87,19.17,0,98.67
686,0.23,15.96,13.84,3.2,10.53,0,5.42,10.6,0,30.97,0.02,16.27,0,19.68,0.18,0,11.17,26.64,53.21,11.2,0,63.38
687,0.01,10.82,11.01,2.29,9.26,0,3.61,12.36,0,26.61,0,24.42,0,14.34,0.55,0,13.74,23.99,49.96,13.9,0,79.2
688,2.17,5.16,3.69,1.34,7.85,0,1.73,10.05,0,14.98,0,25.73,0,7.79,0.17,0,16.39,17.72,46.16,18.21,0,70.16
689,4.91,2.08,0.77,5.18,9.46,0,0,5.56,0,7.65,0.02,18.1,0,8.81,0.28,0,15.96,9.56,28.51,17.88,0,45.12
690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,2.74,0.44,0,4.01,5.52,0,0.58,0.82,0,1.21,0.47,6.48,0,0.38,0,0,5.45,1.62,5.29,8.43,0,10.67
693,0.93,0,0,0,1.25,0,0.08,0,0,0,0,1.79,0,0,0.11,0,1.09,0,1.12,3.24,0,2.67
694,3.74,0.56,0,2.23,3.87,0,1.09,0,0,0.25,0,3.65,0,0,0.78,0,3.1,0,2.09,5.36,0,7.13
695,4.85,3.16,2.95,11.72,10.33,0,1.7,1.12,0,0,0,6.01,0,0,0,0,2.5,0.06,2.92,6.77,0,8.91
696,6.06,4.13,4.91,8.47,8.44,1.24,5.03,2.1,2.09,0,0.99,3.08,0,0,3.15,0,5.22,0.92,1.48,6.05,0.65,4.95
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,12.29,4.4,7.12,14.76,17.45,0.38,6.99,2.3,1.92,2.2,1.47,9.36,0,2.71,0.63,0,6.42,4,9.18,14.1,0.48,14.71
701,18.28,17.09,19.84,34.58,38.06,0.56,16.81,16.11,0.42,12.81,0.19,25.27,0,16.73,2.03,0,2.47,13.35,30.59,25.64,3.32,38.43
702,81.57,65.28,72.04,99.28,122.52,10.66,64.27,64.54,20.07,48.56,2.89,75.22,2.96,64.16,19.35,0.37,11.26,57.73,101.96,91.14,24.78,120.65
703,101.33,77.66,84.94,124.65,143.28,18.61,84.21,72.27,40.16,48.61,16.17,87.58,8.48,73.11,13.25,1.15,31.31,71.57,113.67,95.29,27.87,128.41
704,100.43,78.43,63.97,129.12,144.28,21.63,88.9,50.52,24.97,19.19,26.97,75.09,5.15,47.32,4.48,0,51.61,69.57,78.88,107.17,32.93,122.71
705,133.75,113.36,92.13,155.01,185.08,31.23,119.79,58.36,30.97,22.34,31.79,96.77,10.16,56.99,5.1,0,79.16,88.86,101.45,138.69,52.29,156.15
706,122.1,99.97,95.7,158.62,180.95,40.12,126.76,76.44,38.68,27.91,40.46,101.46,24.19,58.73,13.03,0,75.04,96.63,98.22,136.69,48.6,175.93
707,93.34,79.38,132.48,172.52,181.46,35.94,136.83,102.49,58.81,65.18,42.43,132.67,9.49,93.61,35.59,0,37.85,121.07,133.38,127.92,60.31,186.7
708,70.89,53.61,116.29,123.42,143.88,27.33,106.07,80.91,49.16,61.13,32.98,114.23,2.69,84.11,39.1,0,23,101.5,120.82,82.73,50.73,144.04
709,111.24,115.06,154.68,197.5,207.7,55.18,158.03,128.67,71.92,52.46,66.58,153.84,30.37,101.31,41.99,1.25,82.05,166.58,151.84,186.5,85.06,244.62
710,0,0.8,20.15,7.02,1.18,3.97,4.11,4.3,2.77,5.72,0.18,16.56,0,2.69,0.76,0,10.13,1.45,14.67,0.05,6.07,73.6
711,0,0.59,23.12,13.12,2.06,5.17,7.16,6.12,4.52,6.34,0.05,15.67,0.05,2.23,0.39,0,13.45,1.78,17.85,0.03,7.29,74.1
712,0.01,1.44,27.73,12.88,2.15,7.39,10.61,7.59,4,14.55,1.2,19.92,0.32,2.22,1.07,0.23,13.98,3.93,20.78,0.54,3.98,88.56
713,0,2.3,19.93,11.68,2.69,5.51,9.57,7.42,2.75,12.41,0,11.59,0.98,4.81,0.52,0.15,14.26,2.39,20.66,0.05,4.11,65.21
714,0,0.37,25.7,13.5,1.3,5.26,12.49,5.64,0.99,15.8,0,17.95,0,0.05,0,0,17.85,0.81,22.65,0.14,2.33,93.13
715,0,0.73,16.48,7.5,0.58,2.64,9.08,3,0.05,10.86,0.04,21.1,0,0.02,0,0,11.05,0.99,22.03,0.26,0.2,67.62
716,0,0.71,10.85,5.83,0.72,0.12,7.31,0.71,0.71,6.7,0,19.32,0,0.16,0,0.36,13.16,1.19,22,2.08,0,50.94
717,0,1.34,15.72,7.19,0.16,1.82,7.54,1.81,0.62,11.81,0.02,24.5,0,0.02,0,0,17.48,2.42,24.68,0.63,0,64.85
718,0,0.73,17.64,7.97,0.29,0.45,8.41,3.71,2.33,15.65,0.05,34.37,0,0.12,0,0,28.43,8.25,38.86,3.08,0,91.52
719,0,1.71,22.62,8.08,0.3,0.37,11.68,9.74,8.47,21.75,0.33,38.56,0,0.5,0,0,31.25,11.73,49.21,10.24,0.09,97.18
720,0,1.42,17.6,10.24,0.52,0.83,8.53,3.55,0.3,18.07,0,26.51,0,0.07,0,0,16.19,4.67,34.4,0.68,0,68.31
721,0,2.88,13.63,7.66,1.42,0.76,6.41,3.87,0.94,13.28,0,16.72,0,2.19,0.43,0.28,7.08,3.72,20.64,0.64,0,39.51
722,0,3.85,24.75,12.03,1.43,0.98,11.45,9.39,1.79,23,0,31.09,0,2.95,0,0.06,9.16,6.92,33.78,0.7,0,65.72
723,0,5.12,23.6,9.19,2.37,1.88,10.13,6.14,0,25.01,0,26.6,0,1.68,0,0,8.47,3.63,32.74,0.11,0,68.94
724,0,8.98,27.41,10.9,6.17,2.04,11.05,9.04,0,28.64,0,23.17,0,4.09,0.31,0.95,5.93,5.9,40.68,0.73,0.17,68.36
725,0,8.05,23.09,8.36,5.41,1.53,10.17,9.12,0,25.2,0,20.89,0,1.55,0.31,0,4.05,6.42,30.62,0.15,0,69.64
726,0,7.79,18.65,7.97,1.52,0.75,7.07,6.3,0.2,21.57,0.4,17.02,0,3.07,0.6,0,6.84,9.11,26.81,1.92,0,59.93
727,0,11.74,22.15,7.53,0.66,0.64,9.52,9.16,0,29.88,0,17.78,0,5.63,1.09,0,9.39,12.11,33.89,9.73,0,84.18
