ID,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
1149,1.95,20.78,46.58,48.11,15.07,9.34,20.63,36.43,9.18,17.6,0,23.35,2.14,9.8,3.36,0,8.16,2.78,61.42,0,2.15,111.23
1150,0,2.46,44.75,38.52,20.51,12.95,14.58,27.56,0.46,19.7,0,29.95,0.54,6.27,0.84,0.04,6.35,0,79.53,0.04,5.81,113.33
1151,0,5.9,44.49,31.8,9.69,13.02,13.87,34.32,1.93,31.2,0,27.27,1.05,6.55,3.29,0,10.15,1.67,76.77,0,2.72,127.33
1152,0,6.22,37.69,28.35,3.45,6.17,11.06,31.14,5.72,31.33,4.66,30.83,0,4.39,3.71,0,11.81,6.56,66.18,0.2,2.15,114.67
1153,0,3.55,37.18,41.47,5.5,7.21,13.32,42.37,12.46,37.77,11.56,42.6,0.33,5.9,5.81,0,18.78,9.28,80.15,4.35,1.37,125.37
1154,0,6.28,29.55,20.4,1.59,5.23,10.5,26.67,1.6,33.71,4.1,32.01,0,4.17,2.24,0,8.86,7.21,62.72,0.19,0.27,114.7
1155,0,2.73,15.39,14.58,0.38,4.15,7.81,12.44,0.99,22.35,5.1,27.64,0,0.27,1.33,0,5.77,7.21,39.99,1.33,0.17,88.1
1156,0,5.43,20.99,20.54,1.47,6.17,10,16.6,2.48,31.64,7.61,32.07,0,1.31,1.29,0.01,11.3,11.8,60.52,2.42,0.8,110.73
1157,0,2.5,12.13,11.22,0.42,4,6.46,11.72,0,19.13,1.1,20.68,0.1,2.36,2.17,0.44,7.32,6.97,37.77,3.89,0.08,80.22
1158,0,3.14,9.82,14.78,0.82,1.97,8.94,17.52,0.38,25.3,4.79,25.42,0.86,0.46,3.55,0,16.25,9.17,59,12.17,0.01,101.23
1159,0,5.05,15.8,13.15,0.38,3.77,8.86,20.87,0.15,30.17,2.19,26.41,0.26,2.2,3.94,0.06,17.4,14,59.45,7.65,0,100.24
1160,0,4.91,13.31,11.65,3.32,4.5,7.76,20.54,1.98,30.77,3.92,27.84,0.6,2.74,7.04,0.18,16.01,23.35,64.03,12.37,0,97.33
1161,0,2.29,5.43,12.81,5.39,2.09,6.07,21.04,0.47,27.36,3.72,31.37,1.18,0.02,8.4,0,22.01,26.1,78.75,32.2,0,93.53
1162,0,5.36,8.08,8.58,3.96,3.67,4.76,16.85,1.06,24.45,3.2,23.33,0.39,2.83,5.49,0,12.44,20.92,54.67,13.64,0,78.8
1163,0,4.96,5.3,1.35,3.68,1.89,2.58,11.77,0,20.72,0.24,17.88,0,0.91,2,0,3.21,10.11,38.12,5.6,0,72.23
1164,0,6.31,2.58,0.43,7.78,2.89,1.84,20.48,0.08,33.23,0,25.81,0,0,2.23,0,2.15,12.52,52.54,6.56,0,91.88
1165,0,1.93,1.45,0.09,1.61,0.92,1.01,8.69,0.1,15.16,1.59,19.56,0,0.06,3.61,0,2.08,7.59,23.61,10.53,0,59.1
1166,0,1.17,1.06,0.72,2.36,0.77,0.95,11.45,0,11.2,6.58,22.25,0,0.8,3.65,0,0.31,9.8,28.91,16.03,0,59.23
1167,0,3.09,4.18,1.37,6.1,1.79,1.85,14.67,0,20.04,4.01,18.87,0,3.59,3.2,0,2.58,13.61,35.73,9.52,0,55.87
1168,0,2.89,5.54,1.27,2.53,1.14,1.97,12.72,0,21.35,3.71,17.53,0,3.11,6.6,0,2.66,12.11,31.56,11.04,0.12,52.83
1169,0,5.61,6.69,1.67,3.6,2.62,1.28,10.66,0.01,18.75,4.33,12.88,0.33,5.77,2.9,0,2.71,13.35,31.6,4.88,0,46.17
1170,0.33,13.9,19.4,6.03,10.8,7.11,5.83,31.39,0.09,42.53,9.71,30.89,1.49,17.04,12.84,0,9.26,31.56,77.24,12.97,0.21,102.65
1171,0.06,11.44,16.53,8.89,11.5,3.71,5.17,26.97,0.57,38.75,6.18,25.23,0.1,18.3,10.99,0,5.94,26.94,56.58,8.88,0.17,95.15
1172,3.07,8.79,8.64,8.7,10.22,3.51,2.62,29.43,3.5,36.38,10.04,30.34,0.58,8.96,17.46,0,15.35,28,56.91,27.11,7.74,104.01
1173,3.33,0.04,0.44,1.04,1.86,0.66,0.42,17.09,0,18.78,7.53,28.78,0,0.09,8.19,0,10.7,22.52,43.84,42.31,1.9,111.79
1174,2.07,0,0,4.75,2.09,0,0,12.69,0,11.37,4.53,29.31,0,0.05,10.53,0,8.62,19.18,52.42,43.99,0.63,93.83
1175,3.79,0,0,3.9,2.59,0.07,0,19.46,0.26,10.02,7.99,29.29,0,0,6.76,0,11.57,18.12,46.64,35.26,1.44,81.32
1176,4.15,0,0.15,1.46,11.62,0,0.91,11.38,0,6.85,7.56,27.52,0,0,4.42,0,5.3,15.06,36.7,37.38,0,81.22
1177,2.27,0,0.01,0.77,2.18,0,0.61,6.29,0.53,1.51,5.55,26.78,0,0,1.22,0,3.56,8.08,25.01,34.7,0.2,59.03
1178,2.91,0,0,1.82,0,0,0,6.68,0,0.54,0.7,27.45,0,0,1.14,0,8.33,4.1,15.69,28.82,0.41,39.08
1179,5.87,0,0,2.83,1.55,0,3.03,4.55,0,0,1.64,32.19,0,0.82,0.84,0,3.95,7.73,30.6,35.64,0,54.57
1180,11.04,0,0,5.27,3.68,0,11.18,7.13,0.22,0.66,0,27.12,0,0,0.89,0,8.62,9.25,29.29,26.41,0,45.56
1181,0.41,2.12,12.66,0.34,18.96,1.37,4.86,28.57,0,22.15,0,19.52,0,2.78,0.82,0,0.92,7.34,24.96,13.98,0.28,59.14
1182,0.88,7.39,17.28,2.54,22.94,3.38,11.18,37.07,0.75,26.9,0.72,26.78,0,10.04,0.53,0,0.27,13.42,32.85,20.79,3.01,71.32
1183,9.8,7.6,18.44,13.64,36.4,5.85,30.89,46.93,8.74,26.61,2.14,35.97,0.14,9.72,0.28,0,7.27,17.62,42.59,37.28,3.06,85.48
1184,20.33,5.05,9.09,35.11,45.73,0.75,44.24,30.47,3.57,11.06,7.87,44.64,2.44,2.21,0.86,0,22.93,28.02,43.34,50.05,1.2,79.12
1185,48.75,33.36,17.46,82.35,95.19,16.51,114.72,41.92,11.22,9.63,18.74,77.78,3.15,6.36,3.55,0,45.35,65.54,67.62,81.18,4.44,106.22
1186,76.49,68.61,48.57,107.17,154.17,34.33,183.48,81.14,49.73,20.5,41.51,114.41,29.1,24.08,17.7,0,74.67,92.96,98.72,135.63,24.42,148.66
1187,55.38,42.77,40.75,77.76,89.01,24.41,123.2,57.77,20.24,28.38,23.65,77.76,19.74,32.69,5.04,0,32.64,58.52,70.36,67.16,11.12,101.53
1188,44.15,11.77,28.58,39.64,55.96,16.81,98.49,53.81,10.23,27.74,4.28,62.71,1.05,18.9,1.78,0,6.85,35.47,56.36,49.86,8.49,79.95
1189,92.85,31.82,56.3,110.17,130.16,55.36,195.43,76.68,23.92,16.3,12.18,83.55,7.74,9.54,1.17,0.23,21.38,41.63,58.99,63.25,3.88,77.56
1190,71.29,19.42,49.98,86.65,88.75,38.67,133.75,57.83,21.65,36.48,14.29,73.91,11.56,37.85,2.81,0.79,8.22,55.55,78.62,40.52,15.38,86.69
1191,120.69,52.48,83.32,149.24,144.6,99.54,205.79,90.4,61.63,41.09,51.29,110.99,47.15,35.8,11.42,3.65,40.6,95.3,97.21,74.75,21.18,114.63
1192,110.16,60.41,82.87,146.96,149.84,101.69,200.21,82.68,55.45,32.23,57.28,111.43,52.08,34.3,11.59,3.08,51.04,80.19,77.9,67.91,17.51,97.27
1193,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,4.8
1194,0,0,13.19,11.74,1.52,3.05,5.12,3.27,1.52,5.3,5.52,9.36,1.66,0,3.46,0,7.53,4.16,10.95,0,6.54,26.07
1195,0,1.28,8.74,7.87,1.4,2.68,5.51,3.48,1.69,4.72,1.78,4.99,1.6,1.21,2.82,0.01,4.27,3.51,6.85,0.3,3.55,17
1196,0,6.91,31.28,30.64,8.3,11.2,17.53,14.43,10.77,9.7,6.41,17.28,3.09,5.06,7.7,0,11.62,7.4,23.06,0.05,6.87,60.59
1197,0.43,5.51,45.1,31.07,11.85,16.1,21.95,20.69,10.73,12.05,2.77,18.35,6.6,4.29,6.78,0.24,11.79,8.49,19.63,0.95,4.89,75.33
1198,0,0.72,48.27,32.54,8.14,17.75,20.03,23.42,4.67,11.62,0.13,21.09,3.77,0.27,3.13,0,9.87,2.5,12.46,0,0.34,95.59
1199,0,1.11,43.09,40.19,11.02,15.59,23.93,24.97,3.98,9.11,0.17,21.45,3.54,0.28,1.2,0,8.55,1.48,8.21,0,0,85.88
1200,0.25,4.03,54.01,49.85,17.59,15.79,30.78,32.67,7.19,13.3,0,23.91,2.91,3.94,1,0,11.17,1.3,17.98,0,0.06,103.34
1201,2.12,7.19,65.19,81.45,38.25,21.19,50.84,49.54,36.96,18.79,0,23.83,3.75,10.28,9.15,0,13.66,5.12,48.8,0,0.22,114.33
1202,6.11,18.21,82.36,131.17,57.16,28.52,81.04,60.43,62.73,19.23,0,25.64,2.63,12.4,11.47,0,16.26,5.47,63.85,0.02,0.92,124.54
1203,11.65,26.38,72.52,104.67,52.56,30.47,89.25,59.07,80.94,17.21,0.72,28.5,3.61,15.61,12.46,0,11.6,7.82,64.28,0.45,0.98,117.88
1204,7.12,22.83,41.43,64.44,25.77,8.17,49.55,34.42,33.25,3.34,0,21.49,0.3,2.7,4.61,0,5.46,2.79,40.81,0.1,0,73.37
1205,10.45,36.62,59.75,85.67,25.46,9.18,49.47,43.77,39.21,6.43,0.7,34.16,2.06,6.82,12.05,0,11.08,5.95,65.44,2.65,0.07,113.84
1206,9.46,41.4,54.62,53.73,18.81,8.49,29.1,39.12,21.03,9.96,0.51,33.44,6.71,12.24,13.17,0.07,11.38,6.5,66.37,3.33,1.06,114.89
1207,2.15,25.86,50.61,38.18,10.83,8.63,14.99,33.43,3.47,17.27,0,27.49,4.79,13.03,6.55,0.04,6.17,3.02,63.34,0,4.09,111.84
1208,0.76,12.43,38.93,25.74,6.02,7.9,10.65,22.33,2.51,21.88,0.68,25.59,2.02,11,6.84,0.08,9.97,3.86,56.82,0.24,2.86,103.38
1209,0,11.14,34.98,23.38,2.11,8.43,11.31,20.7,1.8,23.16,1.99,26.06,0.18,7.45,5.3,0,7.46,5.81,52.32,0,0.89,106.51
1210,0,10.46,34.48,20.04,1.96,6.7,8.6,20.23,3.19,22.92,2.91,34.04,0.23,7.55,4.7,0,6.49,6.99,56.01,0.25,1.37,105.69
1211,0,6.23,21.88,11.96,0.49,2.53,5.56,15.82,0.07,19.1,1.14,25.3,0.26,2.05,2.45,0,2.53,5.69,46.49,0,0.33,95.93
1212,0,3.32,16.32,12.74,0.12,5.19,5.99,18.33,0.1,22.69,2.31,24.86,0.01,0.45,1.99,0,2.75,6.28,43.37,0.01,0.01,92.5
1213,0,4.98,20.51,13.67,0.25,7.66,7.07,21.53,0.26,31.99,3.38,30.85,0,1.3,3.09,0,4.73,10.77,64.1,0.24,0.15,107.66
1214,0,5.29,20.8,10.93,0.82,6.82,10.35,16.56,0,28.86,1.09,26.3,0,3,4.77,0,6.11,9.23,58.36,1.31,0.13,106.99
1215,0,7.28,15.43,8.67,0.68,4.67,11.45,19.44,0.44,26.67,3.05,29.13,0.68,4.63,10.67,0,10.97,12.28,60.26,6.33,0.12,112.16
1216,0,11.49,26.24,13.32,3.09,7.03,11.96,30.19,1.99,39.46,4.78,30.81,0.75,9.07,15.44,0.54,22.23,22.56,88.55,10.16,1.34,130.73
1217,0,4.08,12.85,5.58,1.52,2.96,5.39,15.19,0,21.58,0.86,21.31,0.03,2.26,7.58,0,10.44,17.06,50.45,10.13,0,84.39
1218,0,5.8,13.14,10.1,3.05,5.25,8.04,22.33,0,29.96,2.23,27.6,0.02,0.84,10.26,0,14.97,26.92,71.46,16.3,0,107.62
1219,0,7.83,14.65,9.65,3.87,5.66,8.36,22.91,0,36.04,3.54,26.29,0,2.23,11.22,0,11.38,25.94,65.14,9.44,0,107.19
1220,0,4.67,10.84,3.82,6.6,4.64,5.94,19.64,0.1,31.9,2.58,20.66,0,2.22,6.5,0,5.48,19.29,51.84,5.59,0,93.06
1221,0,6.21,11.11,1.84,8.55,5.37,4.71,20.57,0,33.55,1.45,26.06,0,1.08,9.25,0,5.99,20.3,56.07,9.71,0,95.36
1222,0,3.63,10.02,3.87,7.66,4.62,2.36,22.71,0,35.39,3.78,24.61,0,4.51,7.81,0,4.03,19.83,56.22,6.89,0,96.42
1223,0,0,0,0,0,0,0,11.37,0.16,9.02,8.53,23.36,0,0,7.65,0,2.21,11.76,25.98,21.37,0,59.24
1224,0,0.58,1.3,0.13,0.94,0.39,0.5,10.07,0,12.92,8.1,19.27,0,1.01,7.68,0,2.24,9.92,26.78,17.14,0,49.39
1225,0,5.89,7.72,1.6,4.72,1.57,1.75,12.93,0.16,20.63,6.8,17.2,0,9.6,10.59,0,3.84,13.31,33.85,13.12,0.1,58.79
1226,0.21,10.81,13.27,4.91,7.71,3.76,4.79,19.96,0.84,25.24,9.6,26.82,0.65,15.48,15.39,0.19,10.33,27.3,55.46,19.62,1.39,76.44
1227,1.78,15.15,19.92,7.32,11.76,6.34,7.86,28.52,2.61,39.94,12.41,34.49,0.93,25.77,23.63,0.14,18.93,36.66,78.52,28.48,1.92,101.27
1228,1.83,1.31,2.81,1.61,2.41,0,1.95,17.5,0.66,25.4,9.74,26.66,0.55,4.77,16.6,0.02,10.6,27.09,56.76,48.3,1.97,110.48
1229,6.9,1.98,1.86,3.95,11.77,0.82,4.19,29.34,6.35,33.97,15.51,44.09,4.24,7.09,35.59,0.66,29.7,48.92,83.07,78.67,12.06,161.69
1230,9.33,0.03,0.19,0.94,8.3,1.91,2.95,27.37,1.01,29.4,22.37,39.57,1.72,2.65,25.16,0.62,27.89,35.37,68.63,64.04,7.35,142.53
1231,1.62,0,0,1.72,5.35,0.07,0,18.48,0.34,15.54,9.07,30.91,0,2.92,13.99,0.15,7.4,24.35,55.04,43.92,0.82,111.21
1232,5.12,0.42,0.88,7.27,12.19,0.56,0.44,17.77,0.23,16.59,7.53,31,0,1.75,13.67,0,10.79,25.49,53.79,52.45,0.08,95.7
1233,17.02,1.34,5.93,10.1,27.21,0.07,2.95,25.35,2.17,21.31,15.72,47.45,2.47,4.15,14.01,0,13.45,34.15,70.4,58.68,0.27,127.2
1234,8.67,1.75,1.23,6.96,10.26,0,6.3,12.21,0.29,10.62,8.18,38.52,0.53,0.26,4.82,0,5.44,15.79,38.65,40.67,0.35,80.63
1235,3.84,0,0.32,8.17,4.94,0,4.51,7.55,0.1,3.72,4.14,35.21,0,0.21,1.1,0,2.31,12.69,32.46,34.86,0.02,61.67
1236,5.29,0,0.54,9.12,2.99,0,8.14,8.16,0.11,5.31,5.04,44.13,0,0,3.24,0,7.46,17.12,51.73,53.69,0.18,74.3
1237,7.52,0.51,1.83,3.45,4.17,0.22,16.06,14.19,0.1,4.76,1.34,37.55,0,1.36,2.14,0,12.76,18.64,41.11,47.86,0.44,63.36
1238,5.74,2.82,13.25,5.97,19.3,1.43,16.27,31.13,0.18,21.16,1.54,31.58,0,6.59,0.2,0,7.11,18.3,41.12,31.04,1.93,76.34
1239,15.5,3.81,5.97,27.92,34.12,0.59,34.05,28.67,0,14.15,2.32,50.97,0.17,8.41,4.22,0,23.41,37.24,61.67,64.05,1.29,95.17
1240,16.9,3.05,3.49,25.1,39.36,0.63,51.23,27.33,1.22,12.07,3.33,52.08,0.27,1.83,4.95,0,23.97,40.28,58.96,65.81,1.05,100.32
1241,28.28,8.45,7.43,63.36,68.08,2.06,93.74,27.65,0.97,6.46,10.1,68.39,1.52,2.96,2.14,0,43.18,57.84,65.47,81.8,2.24,118.39
1242,46.34,32.66,18.83,83.39,93.85,10.21,124.36,44.54,7.38,9.13,17.79,83.93,8.38,9.51,7.34,0,51.63,81.27,78.59,94.86,2.73,119.5
1243,72.96,58.4,43.81,127.97,151.38,34.93,184,72.81,22.74,19.72,37.18,114.03,22.28,15.7,14.08,0,73.81,100,93,128.64,10.21,146.67
1244,55.34,42.74,31.12,86.45,102.94,21.71,138.34,52.35,15.19,22.3,30.39,90.96,8.81,22.64,5.9,0,41.39,74.72,72.37,84.13,10.5,109.13
1245,58.12,26.45,22.05,88.99,94.27,16.31,129.45,39.3,14.43,11.26,19.41,80.66,6.06,6.31,0.51,0,28.84,64.8,56.41,65.1,2.57,91.02
1246,114.86,43.92,68.38,145.89,135.8,59.53,211.67,60.81,37.08,8.14,25.07,88.02,11.96,3.56,0.4,0,44.42,67.75,64.16,72.05,0.26,92.74
1247,89.6,23.57,60.43,105.48,98.51,45.7,160.88,60.8,25.83,34.87,23.15,85.98,10.7,27.62,3.07,1.68,21.72,67.78,84.68,58.41,14.57,102.74
1248,92.09,28.27,68.1,106.46,109.73,73.54,154.36,62.03,37.54,33.49,35.77,82.02,28.1,31.52,6,1.42,27.49,79.5,86.42,53.4,16.34,90.26
1249,57.83,14.27,45.85,81.36,71.58,40.3,115.03,53.96,14.11,39.98,18.16,84.49,17.87,38.27,10.02,3.46,10.42,65.56,79.72,43.02,19.18,93.44
1250,0,0,0.51,0,0,1.03,0,0.28,0,0,0,1.87,0,0,0,0,0,0,0,0,1.78,10.36
1251,0,0,0.1,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,1.05
1252,0,0,6.75,5.96,1.51,2.55,2.43,2.33,0.66,0.89,0.4,2.91,0,0,0.74,0,1.07,1.33,1.91,0,3.44,12.47
1253,0,0,8.18,7.34,1.77,2.34,3.62,3.43,1.4,0.25,0,5.63,0,0,0,0,0.4,0.03,0,0,0.16,18.58
1254,0,0.23,9.93,14.55,3.44,3.05,4.38,5.3,2.44,2.58,1.8,5.07,0.55,0,0.58,0,1.91,0.57,5.69,0,1.4,15.11
1255,0.53,2.23,41.77,48.44,20.06,16.25,25.63,24.48,22.51,5.31,0.94,16.74,3.06,0.78,2.35,0,3.7,5.2,6.06,0,1.67,62.95
1256,0.04,0.64,39.13,49.06,15.63,15.12,22.62,23.98,12.89,5.72,0,17.67,3.43,0,0.35,0,5.84,4.03,4,0,0,73.31
1257,0.8,1.98,47.15,56.29,21.91,17.87,30.15,37.04,15.37,6.02,0,24.54,3.3,0.25,0.62,0,5.78,3.87,7.71,0.07,0,82.26
1258,0.44,4.58,48.63,60.6,23.51,21.27,33.93,44.16,17.78,13.37,0,23.88,3.89,5.35,3.6,0,5.94,5.14,25.83,0,0,104.58
1259,4.52,13.45,68.04,107.72,50.25,26.16,71.32,61.2,61.96,17.08,0.46,26.06,7.69,10.79,13.03,0,9.04,7.71,51.05,0,0.86,115.94
1260,12.6,30.01,90.08,169.78,66.25,25.78,111.64,76.66,94.35,11.14,2.77,30.5,4.31,14.64,19.92,0,9.07,10.24,67.17,1.27,0.91,113.85
1261,20.81,37.19,105.64,150.18,66.83,35.2,119.2,74.01,84.79,10.44,0.87,29.64,5.69,23.11,27.33,0,18.71,18.68,80.86,15.56,2.19,121.38
1262,18.88,36.01,82.63,107.89,42.18,12.19,88.17,64.78,48.59,0.7,1,32.74,3.7,9.66,25.83,0,14.03,13.48,83.21,9.65,0,112.16
1263,21.24,45.06,50.3,84.91,30.21,4.58,53.03,32.45,24.65,0,1.86,30.98,6.71,9.68,24.56,0,17.37,15.96,66.88,11,0,97.47
1264,22.04,90.1,85.88,82.59,33.51,12.16,48.21,52.42,31.82,13,3.06,35.21,15.12,38.11,39.6,0.73,22.94,33.15,108.71,20.35,5.57,142.83
1265,10.7,58.79,78.44,45.48,16.92,10.64,17.06,42.02,8.78,23.36,1.26,32.62,13.83,30.99,23.19,0.05,11.72,9,86.69,0.01,4.84,134.96
1266,3.68,35.9,46.08,29.59,7.17,7.08,10.47,27.75,0.45,17.35,0.86,27.67,6.34,17.29,17.27,0,6.99,5.94,62.22,0,2.95,109.48
1267,1.07,18.54,37.34,21.48,3.3,4.83,8.24,21.8,0.46,20.66,0.61,26.82,2.64,11.21,13.59,0,6.16,3.64,55.2,0,3.16,106.55
1268,0,16.54,42.88,21.27,3.35,8.11,9.43,30,2.44,32.9,0.53,35.73,2.2,13.13,11.94,0,8.33,3.9,77.44,0.09,4.31,131.83
1269,0,9.02,37.5,14.79,1.54,7.42,10.88,26.46,0.1,35.17,1.37,27.82,0.27,6.72,9.23,0,6.75,3.42,69.68,0.05,1.07,134.31
1270,0,3.02,21.69,11.15,0.66,6.85,6.96,19.39,0.13,30.25,2.33,24.4,0.45,0.62,7.01,0.44,1.67,2.92,54.13,0,0,110.52
1271,0,3.12,24.32,9.89,0.2,7.36,7.71,19.69,0,31.16,3.21,29.42,0,2.26,7.39,0.3,2.1,5.17,64.84,0.56,0,118.91
1272,0,10.23,24.73,8.87,0.82,6.91,7.64,19.9,0.21,31.99,2.21,23.82,0.84,3.96,16.22,0,5.97,13.04,66.71,1.35,0.21,120.09
1273,0,8.99,22.25,10.67,0.29,5.69,9.26,21.88,0.12,31.87,2.32,26.22,2.09,8.81,25.51,0,13.41,24.39,89.83,9.37,0.27,135.44
1274,0,7.87,20.5,8.53,1.8,6.1,10.44,22.1,0,33.37,2.02,25.02,1.13,6.58,25.92,0,12.71,26.95,85.05,6.41,0.19,131.86
1275,0,8.48,20.67,5.85,2.78,6.46,10.43,22.76,0,30.61,1.15,24.63,0.24,5.43,20.02,0,11.54,31.28,72.16,10.55,0,122.69
1276,0,6.44,16.75,8.56,3.02,7.79,7.6,26.58,0,31.42,4.2,29,0.5,7.05,26.36,0.05,21.48,37.43,83.68,20.89,0,126.36
1277,0,5.54,16.47,6.19,4.91,8.22,6.68,22.96,0,33.26,3.89,26.21,0,6.38,20.37,0,14.1,29.59,66.74,13.58,0,112.79
1278,0,7.36,15.89,2.52,8.43,8.93,6.15,27.77,0,39.01,3.47,24.98,0.01,6.09,21.03,0,16.85,27.02,69.11,11.18,0.22,114.1
1279,0,6.63,10.59,1.71,7.69,6.87,3.26,25.9,0.45,35.5,3.86,24.81,0,7.01,21.47,0,17.25,25.58,70.43,15.96,0.29,106.94
1280,0,1.31,2.07,0.46,2.45,1.97,0.36,16.02,0,19.08,5.58,22.21,0,1.64,12.81,0,6.88,17.24,40.06,20.36,0.08,82.26
1281,0,0,0,0,0.12,0,0,11.95,0.38,13.01,10.44,24.76,0,0.76,12.84,1.94,7.42,16.7,33.25,30.74,1.07,68.47
1282,0.02,3.2,5.27,2.05,4.59,3.12,2.42,19.82,0,23.88,13.76,27.48,0,7.72,22.54,3.63,12.02,26.38,56.84,35.35,2.41,101
1283,0.13,12.78,18.37,5.19,14.63,5.21,6.63,31.59,1.42,43.04,13.2,29.14,0,24.69,27.7,0.38,14.06,37.45,79.06,19.13,1.54,119.86
1284,0.37,12.19,16.76,5.7,13.56,3.41,6.5,21.01,2.71,30.43,10.78,21.69,0.02,23.83,24.81,1.26,17.88,29.8,63.25,13.99,1.87,81.24
1285,1.15,14.98,24.81,6.6,21.48,3.89,10.89,32.78,2.57,48.33,18.16,34.69,0,39.87,39.39,7.21,30.62,54.19,100.86,35.72,11.49,137.7
1286,7.27,4.77,10.85,6.95,15.32,0.21,7.07,28.99,12.3,40.79,26.53,44.5,6.1,20.38,47.91,9.65,38.28,71.29,105.04,95.45,27.33,171
1287,27.23,16.15,24.3,35.05,46.98,10.87,21.19,45.78,28.1,60.87,42.14,66.01,11.93,51.14,94.77,22.81,79.27,103.41,144.63,136.82,59.85,236.73
1288,15.14,2.67,10.42,10.68,28.09,2.27,5.67,28.8,11.56,35.81,20.92,48.18,3.59,24.5,51.48,9.42,45.54,62.2,95.82,93.92,26.65,165.83
1289,19.26,7.79,13.3,24.03,40.75,4.78,5.79,32.18,11.03,47.71,27.87,54.09,5.95,30.16,55.4,6.75,44.94,75.36,117.9,103.39,28.43,179.02
1290,38.59,31.59,30.17,52.77,61.61,16.53,26.77,42.97,25.55,63.43,42.93,65.23,13.65,55.3,84.17,11.93,72.95,86.59,154.35,138.17,58.27,231.55
1291,19.96,10.58,14.94,34.85,58.9,3.34,14.42,34.03,9.43,42.96,25.13,54.71,7.37,24.18,44.33,2.33,45.31,65.09,104.99,89.26,18.18,170.49
1292,11.68,1.9,4.17,18.53,33.39,2.47,20.72,22.21,4.01,19.65,19.87,43.66,5.04,11.48,29.57,1.49,38.35,46.03,67.88,77.36,12.55,119.51
1293,25.48,4.17,3.65,29.76,36.28,0.51,31.27,29.88,9.65,20.4,21.49,48.45,3.48,13.72,31.72,1.6,42.55,55.65,76.98,81.43,23.32,135.26
1294,21.71,0.71,1.35,19.09,9.49,0.38,33.51,23.47,1.35,11.41,11.1,53.95,0.73,9.54,14.09,0,20.85,35.6,75.64,81.62,5.7,112.45
1295,26.22,1.06,0.77,15.02,16.15,0.65,49.48,16.59,2.58,11,14.6,52.33,0.07,6.74,19.17,1.89,47.61,51.25,68.44,91.32,14.58,117.27
1296,26.99,1.11,1.6,22.25,31.31,0.58,50.24,20.74,4.01,9.26,16.4,61.75,2.7,15.95,21.03,2.04,48.49,59.86,75.52,103.79,12.2,123.21
1297,31.6,8.88,3.7,42.64,44.57,1.79,71.5,22.27,0.3,14.48,14.52,59.88,2.79,10.69,18.69,0.7,45.25,77.8,82.33,107.39,10.22,122.24
1298,52.08,22.75,19.53,72.97,90.31,11.59,109.99,43,8.64,18.24,25.22,84.8,9.32,27.82,35.74,4.97,68.05,113.34,117.21,140.93,30.76,177.74
1299,41.24,21.97,16.68,67.82,79.29,5.16,98.2,31.58,7.33,13.3,21.82,69.16,5.81,19.35,18.26,0.38,52.51,86.18,87.7,100.05,13.5,133.39
1300,64.58,58.76,26.55,117.85,132.23,26.9,151.44,56.1,25.23,30.93,41.23,103.09,15.66,19.64,25.8,0,62.14,111.47,114.45,120.97,22.18,157.69
1301,88.16,87.76,63.02,162.72,172.7,49.24,221.63,88.1,58.95,44.06,67.32,127.14,34.07,33.92,40.13,0.67,88.09,148.71,144.93,155.37,33.12,185.51
1302,57.31,49.08,26.13,96.65,115.03,19.53,131.48,47.97,14.64,14.35,34.53,74.39,13.42,12.82,7.29,0,49.5,87.19,79.73,91.16,5.92,108.04
1303,40.67,26.02,22.61,96.75,94.34,15.83,135.19,34.4,17.65,9.36,21.44,69.91,5.63,4.74,3.85,0,37.95,71.35,61.65,75.35,1.63,86.97
1304,86.02,28.37,47.08,119.21,116.39,47.47,187.82,46.28,25.24,9.5,25.91,89.05,16.98,1.36,3.5,0,44.26,88.04,73.48,74.63,2.91,99.79
1305,115.26,46.41,75.18,151.01,137.9,80.66,230.36,63.46,35.69,26.56,42.47,103.19,34.19,5.21,5.48,0,47.63,96.83,101.75,89.16,2.88,117.62
1306,127.54,39.45,73.52,148.12,133.87,105.15,227.78,66.79,34.47,13.37,33.22,92.93,46.75,2.75,2.09,0,48.53,91.86,105,80.93,2.72,122.27
1307,73.54,2.04,33.34,90.75,73.18,43.97,126.84,48.25,8.51,20.95,14.87,74.95,17.21,13.72,2.76,0.35,23.77,70.03,74.02,43.97,7.2,94.38
1308,43.17,6.19,38.73,62.68,49.2,18.91,97.55,55.97,10.8,46.57,22.21,88.64,11.74,36.02,12.77,2.88,12.6,81.97,96.67,46.06,22.21,112.5
1309,0,0,4.44,4.53,0,0.93,0,0.34,0.6,0,0,0,0,0,0,0,0,0,0,0,0.34,10.08
1310,0,0,8.11,13.95,0,0.19,0.53,0.82,4.25,0,0,0.52,0,0,0,0,0,0,0,0,0.07,6.3
1311,0,0.34,12.81,21.54,5.02,4.48,5.24,4.91,5.95,0.54,0.19,3.25,0.08,0,1.11,0,0.37,0.76,1.07,0,2.85,15.23
