ID,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
564,75.75,76.06,60.26,113.55,137.7,41.03,69.45,40.58,23.86,9.48,15.44,65.59,18.63,17.67,4.86,0,28.47,51.24
565,0.39,9.2,31.8,30.69,7.7,15.29,19.89,33.18,29.64,34.94,10.49,53.93,3.9,21.88,21.35,5.19,48.63,27.47
566,1.51,3.03,12.74,22.65,8.98,9.14,20.48,18.3,19.6,12.08,6.64,40.97,9.5,10.6,11.49,14.34,40.34,20.98
567,2.49,13.84,36.03,39.33,20.08,21.73,33.99,28.56,34.67,38.57,8.4,52.71,4.18,32.65,18.17,20.35,44.56,39.97
568,0.74,9.08,31.64,34.57,11.29,16.14,18.55,15.89,23.58,33.98,6.81,35.76,1.07,23.5,4.53,3.54,25.37,24.65
569,0.2,10.19,35.56,33.05,15.08,21.8,21.78,17.66,23.2,34.67,5.61,26.11,0.09,16.7,1.32,9.44,20.07,20.88
570,3.42,11.43,31.86,39.93,13.71,16.47,22.26,18.21,29.87,33.69,7.44,30.69,1.05,23.29,6.32,13.35,25.16,20.45
571,5.5,5.18,22.94,37.41,13.58,6.41,18.64,22.31,26.72,19.68,5.88,31.45,4.14,15.45,7.76,7.03,30.7,19.27
572,11.24,14.49,40.03,65.22,31.96,11.59,36.8,33.4,44.14,40.76,8.58,40.3,6.13,36.19,16.27,21.74,48.47,35.95
573,5.2,16.96,38.58,53.65,15.28,12.65,25.01,30.13,35.8,40.25,6.15,39.88,3.18,27.67,10.86,11.64,37.73,32.25
574,0,8.43,18.38,29.78,3.57,4.16,12.96,13.75,12.42,20.04,0.31,24.01,0,12.35,0.79,3.14,17.51,16.27
575,2.07,14.5,26.8,33.81,10.08,8.74,16.37,20.31,23.58,30.74,3,37.95,0.8,19.41,4.63,9.37,28.96,31.08
576,0,7.44,13.08,14.69,3.14,4.34,5.64,7.95,5.08,13.79,0.49,10.11,0.03,5.83,1.34,2.27,12.18,13.27
577,0.05,19.06,30.95,27.57,8.17,7.59,15.24,17.75,11.77,33.85,1.84,32.15,0.7,21.38,3.58,5.94,33.63,38.73
578,0.15,16.3,19.57,16.75,3.91,5.15,11.9,17.31,7.24,26.49,1.47,29.1,0.11,13.35,3.59,2.71,23.52,27.99
579,4.59,6.55,8.45,11.52,6.34,3.33,7.3,13.17,9.13,12.67,2.57,19.2,0.91,10.82,3.44,3.87,12.1,20.38
580,1.76,7.66,3.43,3.34,1.01,1.12,6.34,9.77,2.46,11.07,0,12.99,0.11,2.57,0.94,0,9.32,15.18
581,0,11.64,6.17,6.33,0.67,2.07,9.72,18.43,3.74,24.09,0.45,18.82,0,4.45,1.57,0.24,10.39,28.81
582,1.08,0.67,0,0,0.34,0,2.2,4.16,1.71,2.97,0.14,3.11,0,0,0.19,0,0.33,4.34
583,6.99,3.91,0.82,4.43,5.19,5.46,7.73,9.44,7.6,8.05,1.48,8.83,0.24,2.87,5.38,4.12,4.52,16.09
584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,8.68,1.81,2.8,6.28,8.32,3.39,6.12,12.96,6.65,0.45,2.89,8.69,4.46,5.99,7,2.61,8.62,10.23
586,14.3,11.6,9.32,19.41,24.62,2.28,15.09,22.91,12.36,13.66,2.01,24.14,4.55,20.19,25.72,12.02,29.19,35.56
587,5.07,9.44,6.17,11.01,14.52,2.15,4.46,8.79,3.33,8.19,0.46,18.38,0.61,15.63,8.19,4.06,15.94,23.11
588,6.8,10.35,4.07,10.57,17.06,1.26,7.31,7.89,3.71,8.26,2.11,19.34,2.57,11.79,13.28,3.74,24.36,26.2
589,5.01,7.13,1.47,7.97,18.08,1.39,3.13,6.57,4.23,5.25,1.19,14.79,1.73,12.04,7.64,1.02,18.9,21.8
590,1.1,7.47,5.19,3.77,4.46,1.75,3.28,4.07,0,8.49,0,10.51,0,9.25,1.94,0.54,6.96,13.74
591,0.09,0,0,2.21,0.85,0,0,0.03,0,0,0,6.8,0,1.85,1.78,0,7.09,4.07
592,4.7,3.48,1.57,4.93,8.03,0,0.24,1.36,0.24,3.03,0,14.63,0,5.71,3.32,0,14.58,10.72
593,21.73,25.75,22.66,31.95,36.84,4.29,10.72,12.67,13.51,15.53,3.09,29.78,3.37,32.31,25.43,5.38,26.61,39.83
594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,26.65,10.97,7.14,23.94,19.5,0.47,3.38,2.81,1.2,0.67,1.11,15.39,0,6.98,7.81,0,7.13,5.93
600,7.37,4.92,11.17,6.68,8.42,0.63,3.23,6.1,1.95,5.64,0.55,14.4,0.74,12.35,1.84,0.38,2.3,12.1
601,37.96,38.5,35.44,41.77,38.75,3.34,14.96,28.89,13.65,29.43,1.64,45.98,4.32,42.76,7.71,3.23,20.75,41.05
602,13.03,8.04,8.69,9.21,8.04,0.07,4.28,4.07,0.77,1.84,0,5.86,0,16.41,1.17,0,3.13,5.28
603,11.45,7.22,4.94,11.94,19.35,0,3.96,2.88,0.69,3.22,0.04,9.39,0,5.24,0.57,0,2.5,4.73
604,12.24,5.05,1.85,10.91,24.65,0,3.2,1.29,0,0.95,0,4.7,0,1.62,0.3,0,2.38,1.57
605,41.51,34.51,27.22,35.03,50.92,11.35,25.65,17.42,9.72,16.57,15.5,28.54,11.13,23.12,8.31,0.38,21.87,20.13
606,62.62,50.72,49.21,66.49,82.63,20.6,45.22,28.6,24.44,23.7,17.85,59.67,15.78,35.79,8.49,0.15,24.95,36.25
607,37.36,40.39,43.8,54.59,75.4,9.22,31.59,36.68,9.04,29.26,4.06,57.91,13.09,48.33,3.57,0,17.55,39.45
608,39.1,39.16,50.31,50.29,74.45,10.17,36.52,45.83,9.04,37.49,5.68,61.54,4.25,56.29,3.66,0.06,24.08,44.74
609,37.89,48.44,51.95,69.36,93.97,13.6,42.83,48.6,11.26,35.52,5.44,71.63,8.36,52.16,3.6,0,21.68,56.12
610,45.43,41.88,42.39,84.13,88.2,28.7,44.13,32.17,12.68,17.21,8.76,52.25,12.46,36.29,8.3,0,21.48,50.15
611,55.84,64.59,53.58,109.3,124.25,37.74,63.67,39.65,19.84,9.52,6.86,56.69,10.05,31.33,9.89,0,24.23,62.82
612,0.33,3.04,15.46,22.07,6,3.29,12.97,30.28,17.82,10.06,10.27,45.61,1.88,8.35,33.59,16.02,48.9,25
613,0,1.07,9.42,20.27,2.36,2.96,9.81,14.79,14.35,6.69,4.95,46.6,2.05,3.81,12.75,4.86,41.64,15.76
614,1.19,7.79,24.43,28.35,12.94,11.82,25.94,27.01,28.5,23.77,5.19,49.57,5.57,16.67,14.64,19.07,44.55,33.51
615,0.49,10.26,29.72,25.02,13.58,16.21,25.29,22.5,23.45,32.82,3.84,39.01,2.41,20.03,7.45,9.29,36.35,32.01
616,0.02,4.7,20.57,23.75,9.55,9.48,12.88,12.05,12.53,23.04,4.17,26.41,0.33,14.37,1.32,1.25,18.7,15.54
617,2.61,4.82,19.05,21.85,10.24,7.63,15.92,12.93,17.14,18.56,3.93,19.06,1.54,10.66,4.32,8.95,14.93,13.06
618,0.99,12.23,41.53,39.73,12.67,16.14,16.64,16.19,24.11,36.69,2.57,25.61,0.75,14.89,1.97,9.54,21.64,15.44
619,0.5,10.93,39.65,45.66,15.52,7.72,22.85,20.43,29.52,35.33,5.72,38.61,2.31,20.56,5.01,8.41,35.33,22.28
620,1.32,3.93,21.01,34.44,14.09,2.73,14.61,13.98,22.27,15.53,1.78,26.24,1.24,15.67,4.04,6.5,21.79,12.51
621,0.03,8.49,28.13,34.96,4.31,4.98,15.46,18.13,20.08,26.81,1.4,32.14,0.07,13.93,0.98,2.19,25.48,15.92
622,0.29,13.78,30.17,37.27,8.13,7.81,19.12,20.89,17.09,34.74,0.14,30.21,0,16.74,2.26,6.42,27.65,27
623,0.18,6.98,15.72,22.65,4.26,2.59,12.59,13.48,16.78,17.45,0.39,31.96,0.01,10.36,2.5,3.95,21.78,21.28
624,0.24,21.47,38.3,34.22,6.9,10.16,18.32,19.38,14.53,41.06,1.67,36.1,0,16.09,4.77,1.2,35.48,43.84
625,0.43,15.38,27.63,22.54,7.48,7.23,14.75,18.24,8.79,32.39,0.31,35.83,0,14.41,3.06,1.92,27.34,34.69
626,0,4.76,7.12,4.23,1.12,1.88,3.39,3.9,0.97,8.05,0,9.29,0,3.45,0.78,0.41,6.38,8.93
627,1.82,17.11,16.66,15.54,5.99,6.75,11.98,17.79,4.87,27.41,1.78,25.84,0.6,13.28,6.66,2.34,21.5,36.39
628,1,5.25,6.52,7.23,2.64,2.04,6.1,8.1,3.85,12.26,1.16,12.13,0.13,7.73,3.2,1.38,9.98,16.19
629,0.02,11.27,5.99,5.81,0.19,0.84,6.6,12.08,1.74,18.86,0.4,21.17,0,3.12,2.2,0,8.17,26.97
630,8.04,19.61,10.38,14.19,2.86,6.72,17.12,30.3,13.24,36.27,3.26,33.61,0.28,10.97,10.92,1.82,18.92,59.57
631,25.94,29.65,16.72,34.15,30.07,17.61,39.11,45.24,38.23,47.55,12.23,52.14,6.93,30.02,33.16,20.54,39.61,79.02
632,1.92,8.03,4.97,6.76,4.19,2.22,4.75,7.88,2.23,13.3,0.98,13.15,0,8.98,6.77,0.75,8.88,22.41
633,15.86,23.98,17.43,21.74,23.56,12.54,17.95,23.23,15.33,40.04,2.73,42.05,3.61,27.97,22.25,13.1,36.75,66.52
634,4.77,22.66,15.24,15.83,15.04,4.66,12.07,14.82,2.07,32.34,1.46,34.07,0.82,25.04,16.09,3.51,22.95,54
635,0.15,6.56,4.06,4.99,3.09,0.58,1.51,4.37,0.39,8.8,0.11,11.96,0.05,9.66,2.51,0,5.49,14.97
636,1.75,11.27,8.16,6.95,12.49,1.32,4.86,6.3,2.6,14.81,0,16.2,0,16.52,5.04,0.36,13.35,25.81
637,0.97,3.71,2.34,1.69,5.07,0.54,1.5,2.36,0,5.01,0.09,5.93,0.04,7.26,2.42,0.08,7.51,10.59
638,4.15,4.66,1.74,4.75,6.75,0,2.28,4.9,1.36,3.59,0.03,16.4,0,8.84,7.9,0,7.58,13.71
639,0.72,1.08,0,3.34,4.16,0,0,2.17,0,1.26,0,13.19,0,3.75,2.22,0,9.58,9.23
640,3.52,0.72,0,4.89,8.27,0,0,1.15,0,0.3,0,12.6,0,3.3,3.47,0,9.86,7.43
641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,0.18,0.77,0.93,0.11,1.04,0,0.08,0.38,0,1.5,0,1.97,0,2.38,0,0,0.5,1.24
644,1.83,0,0.41,1.38,1.5,0,0,0,0.48,0,0,1.74,0,0.67,1.33,0,1.23,0.55
645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,3.55,1.9,1.44,4.06,3.89,0.35,0.61,0,0,0,0.81,1.67,0,0,1.82,0,1.66,0
647,19.11,6.17,5.55,17.4,14.58,0.59,3.45,1.77,1.44,1.21,0.95,11.23,0.73,4.14,6.89,0,8.1,6.91
648,11.89,10.21,5.09,13.5,13.32,2.56,6.89,2.39,4.4,1.24,1.73,8.78,0.54,6.24,3.95,0,7.91,5.56
649,87.63,62.76,58.11,82.77,77.7,15.76,40.82,31.72,33.47,32.97,17.9,70.19,14.77,59.06,28.52,5.59,40.4,60.74
650,52.87,24.48,31.47,36.87,30.19,10.08,24.4,18.81,20.99,18.48,12.03,36.74,12.4,43.51,15.18,5.23,25.69,41.05
651,35.57,26.08,23.04,32.03,43.61,6.53,17.25,17.83,7.19,15.77,8.06,31.02,5.6,24.65,10.53,1.38,20.48,20.53
652,27.96,23.98,10.41,28.27,48.11,2.45,8.22,5.58,1.92,6.03,0.73,24.35,0,6.66,1.22,0,6.57,7.52
653,60.93,52.31,47.08,51.08,85.99,20.36,41.94,32.32,16.47,32.9,27.28,57.53,16.48,42.48,13.8,1.93,31.63,33.7
654,50.85,54.01,37.53,53.85,75.57,20.3,37.84,17.49,21.68,14.49,21.08,42.16,20.53,29.51,9.19,0,32.16,24.25
655,28.69,26.29,29.7,35.17,55.93,9.78,21.7,28.85,7.1,21.19,5.54,40.25,10.24,37.52,1.22,0,11.52,34.36
656,52.18,39.76,36.35,58.18,87.41,15.06,36.49,33.74,15.75,21.51,7.52,58.13,11.05,44.22,1.4,0,27.25,45.83
657,28.48,37.37,40.48,46.75,68.24,11.6,34.04,49.06,3.55,31.68,2.27,62.21,4.63,48.64,3.96,0,20.84,52.27
658,14.65,28.81,43.28,42.15,62.42,10.92,31.46,49.14,1.43,38.78,1.71,58.12,0.02,53.06,12.15,0,27.27,54.91
659,17.96,37.61,48.52,59.59,78.13,20.06,44.28,41.2,9.06,23.92,1.85,53.18,2.7,44.64,12.11,0,21.18,49.13
660,42.49,42.31,52.19,83.66,101.43,37.83,62.06,56.08,11.62,12.78,15.95,55.96,4.64,30.38,13.65,0,20.98,63.35
661,0.15,0.38,6.75,18.72,1.69,0.19,4.65,16.1,11.01,1.87,6.25,37.94,1.52,0.88,14.82,4.04,34.63,14.62
662,0,5.59,18.34,20.16,4.93,7.72,12.57,16.04,15.32,23.66,5.69,37.03,2.64,9.43,12.21,2.05,29.01,19.35
663,0.31,5.05,15.57,21.87,4.66,6.09,14.25,14.97,13.19,18.26,4.2,30.06,1.69,10.88,7.12,2,23.1,17.85
664,0.25,9.66,29.59,29.16,9.25,10.56,20.31,18.67,20.3,31.93,4.62,37.71,0.87,17.89,6.21,1.73,35.38,23.13
665,0.66,10.55,37.72,29.13,16.28,14.3,16.92,17.48,18.57,38.44,2.2,29.34,0.68,21.99,1.63,2.17,28.36,20.3
666,2.04,11.47,40.02,35.07,21.52,19.31,21.71,21.34,20.93,44.08,4.54,25.78,0.43,21.49,4.06,7.37,22.96,17.43
667,2.46,10.9,39.2,40.44,21.62,19.24,24.98,21.76,23.55,41.48,4.79,23.59,2.63,13.93,5.03,8.67,21.85,16.83
668,0.39,8.85,32.8,36.85,11.13,9.37,14.52,14.06,21.75,30.56,3.13,24.58,3.18,11.08,2.32,2.5,22.75,14.71
669,0.43,9.09,32.39,37.11,10.22,9.99,19.2,17.88,17.82,34.7,4.07,29.84,0,15.41,2.52,2.67,22.17,16.88
670,0,15.12,39.59,36.49,7.58,10.65,20.82,22.11,16.37,41.47,2.25,31.4,0,20.45,2.66,3.35,26.14,24.27
671,0,15.39,31.16,37.93,8.68,6.55,19.5,19,14.02,32.9,0.35,30.49,0,15.58,4.13,0.86,20.48,27.55
672,0,14,23.16,23.75,4.54,5.2,15.34,14.45,9.45,26.85,0.03,26,0,11.3,2.66,0.93,14.7,26.12
673,0,19.03,34.92,32.54,6.92,9.07,15.99,17.04,7.97,37.48,0,30.11,0,15.8,4.45,1.99,24.76,36.41
674,0,18.93,27.51,26.85,7.81,7.41,15.7,18.41,4,33.37,0.16,26.79,0,14.81,3.49,0.12,20.51,36.2
675,0,23.31,31.62,25.05,6.95,7.96,17.55,21.8,3.65,37.82,0.83,31.39,0,13.14,4.55,0.73,25.84,39.87
676,0,19.75,19.01,15.15,4.43,5.63,12.91,22.53,3.87,32.02,0.42,32.71,0,11.43,4.03,0.04,23.7,39.11
677,0.03,25.17,24.39,16.52,2.55,6.74,16.03,23.09,3.53,38.86,1.33,35.27,0,16.12,8.45,0.34,31.34,48.39
678,0.09,26.32,16.18,14.9,0.63,4.58,16.24,23.72,2.43,36.69,0.67,36.03,0,15.29,5.38,0,23.5,52.6
679,2.37,30.4,16.63,19.78,5.28,7.56,17.91,26.56,4.52,47.5,2.05,37.25,0,18.98,11.99,0.93,30.9,68.58
680,2.87,7.67,4.28,7.86,5.16,2.85,10.47,13.99,7.36,16.17,3.39,18.78,1.91,9.64,7.02,0.89,8.69,27.84
681,6.86,20.84,14.86,21.53,17.92,11,15.46,19.06,11.5,36.17,5.74,38.81,2.06,25.4,16.15,5.71,25.02,54.42
682,6.02,35.44,24.95,25.24,20.64,10.32,17.59,23.2,6.54,59.2,4.57,56.11,2.15,47.28,24.18,2.68,38.54,80.42
683,4.61,42.05,30.08,22.04,29.14,9.91,14.84,23.64,1.77,71.22,1.72,57.91,0.66,57.3,24.95,0.95,36.55,87.54
684,5.15,40.22,28.36,16.85,23,4.89,10.58,21.59,0.02,58.49,0.31,49.03,0.07,47.43,16.29,0,21.28,70.61
685,4.9,32.11,20.26,12.08,19.28,3.11,9.49,16.59,0,47.73,0.79,41.53,0,48.7,8.55,0.06,20.74,57.44
686,1.6,16.31,12.68,5.98,13.15,0.23,5.18,10.33,0,28.73,0.02,25.7,0,27.65,3.45,0,11.31,37.15
687,4.57,17.43,12.19,6.39,18.89,0.31,5.69,15.36,0.83,27.41,0,40.24,0,31.2,11.14,0,21.08,42.97
688,5.98,12.12,5.82,8.65,11.04,0.37,2.61,11.13,0.92,19.66,0.93,38.78,0.78,27.16,13.19,0,26.04,33.5
689,12.28,8.15,6.06,10.11,19.94,0,2,5.35,0.81,8.82,0.19,23.1,0.96,16.32,8.89,0,18.42,16.55
690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,7.16,5.27,3.6,6.59,11.11,0.37,1.47,1.23,2.91,1.53,0.76,8.41,1.6,4.1,5.09,0,6.27,3.7
693,4.16,1.01,0.46,2.07,3.42,0,0.35,0,0.49,0,0.25,2.39,0.04,0.01,1.29,0,2.38,0
694,5.31,1.9,1.44,4.06,8.3,0.82,0.16,0.38,0.48,0,1.25,4.33,1,2.38,1.06,0,3.86,1.88
695,8.1,1.93,0.43,5.01,5.84,0,0.32,0.19,0,0,0.18,4.52,0,1.17,0.65,0,3.24,0.56
696,7.37,2.69,2.05,4.37,6.63,1.37,2.12,0,1.73,0,1.87,2.76,0.97,0,2.63,0,4.53,0.55
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,12.54,5.59,5.58,7.18,14.26,2.83,5.74,2.51,2.83,1.74,6.12,8.29,0.87,4.7,0.93,0,4.58,5.44
701,13.65,14.66,13.21,16.8,25.55,1.38,8.92,11.58,0.41,10.14,1.57,21.14,0,14.43,2.56,0,3.3,12.46
702,48.1,48.37,49.66,48.44,74.42,17.25,37.39,45.08,13.68,43.36,10.44,66.78,7.39,53.85,13,0.31,27.3,42.92
703,57.36,55.32,59.66,68.83,82.12,21.79,50.8,49.7,31.12,44.25,14.31,79.34,15.74,65.51,12.46,0.47,36.55,59.57
704,62.17,32.37,31.07,69.13,90.13,20.95,49.34,20.03,27.62,11.36,12.62,51.7,10.28,30.54,4.88,0,28.48,33.75
705,62.76,35.66,28.23,80.37,100.54,16.81,50.95,15.08,18.01,6.1,11.75,46.47,21.79,26.04,2.34,0,23.94,38.71
706,50.75,29.4,36.03,70.45,85.1,23.94,54.97,19.84,15.14,6.89,3.48,48.11,11.3,24.26,4.55,0,23.96,35.88
707,21.01,35.48,38.8,43.59,65.43,14.92,37.78,46.05,3.63,32.61,2.32,61.79,4.73,46.93,10.38,0,23.85,53.13
708,8.23,27.02,39.51,31.25,53.65,12.48,28.96,40.94,0.18,31.72,0,56.95,0,47.33,13.03,0,18.51,38.23
709,41.48,52.48,49.76,73.58,108.85,36.44,67.51,62.37,9.36,21.24,11.74,64.34,2.47,36.8,12.63,0,26.98,65.54
710,2.64,6.26,21.28,21.37,3.88,6.1,12.54,20.79,13.17,16.71,5.64,37.55,5.25,11.56,17.48,11.75,36.22,22.24
711,2.41,9.55,23.49,22.95,5.26,7.18,17.83,24.46,17.3,19.8,6.28,40.9,2.84,18.04,12.24,12.41,35.82,26.36
712,0.98,11.64,30.53,28.32,13.34,11.46,21.82,29.03,22.59,35.49,6.95,42.69,3.96,24.85,13.65,4.45,38.95,28.3
713,3.33,8.92,27.2,28.92,12.48,10.27,24.29,28.2,21.9,29.29,3.02,34.77,3.83,19.02,9.61,8.09,34.06,25.72
714,1.04,15.62,38.86,34.75,13.75,14.15,25.94,30.39,25.59,42.19,3.98,35.79,3.5,24.76,6.1,5.07,42.61,30.13
715,0.1,6.94,29.42,27.67,12.46,11.67,15.62,14.59,11.78,32.69,1.69,24.67,0.48,15.77,1.74,1.33,20.31,12.83
716,0.61,6.59,21.29,20.96,16.82,12.85,20.78,9.62,7.27,25.25,0.86,16.53,0,7.2,1.36,3.01,11.11,7.31
717,0.12,6.93,30.35,25.09,13.67,12.18,14.05,12.5,11.43,31.19,0.49,17.31,0,10.47,1.12,1.75,17.52,10.21
718,0,8.01,36.57,33.51,14.77,14.71,24.71,20.38,14.95,39.69,3.9,20.6,0,10.31,1.6,2.55,20.08,12.1
719,0,8.03,40.42,41.86,19.43,22.12,35.18,19.51,14.21,46.98,6.88,19.73,0,14.52,4.16,7.72,22.6,16.16
720,0,12.64,30.93,27.95,8.37,9.85,21.06,16.05,10.77,34.12,3,23.64,0,16.8,2.61,2.33,16.34,17.46
721,0.66,7.39,17.59,18.05,5.44,4.22,16.77,11.61,12.94,21.48,0.88,19.12,0,8.14,2.57,3.39,10.61,17.25
722,2.23,13.58,29.12,28.52,10.01,5.13,29.1,24.05,20.83,31.96,0.51,30.7,0,12.62,4.93,1.46,16.2,33.52
723,0,16.48,29.56,26.58,6.91,6.35,17.59,17.66,4.66,34.99,0.14,29.43,0,9.91,4.24,2.75,17.8,33.33
724,0,20.9,33.42,24.74,9.96,7.16,20.33,25.96,7.14,39.15,2.43,30.72,1.14,15.45,4.7,4.69,24.98,39.54
725,0,19.92,25.99,24.49,9.91,5.89,17.09,23.31,4.33,33.66,1.96,30.63,0.38,14.03,4.29,1.96,20.48,36.5
726,0.19,16.9,17.29,14.52,3.59,5.5,10.18,16.16,5.1,27.23,2,29.1,0,13.42,6.21,1.15,20.14,36.22
727,0.7,18.42,22.23,12.37,4.28,4.38,15.48,16.89,3.04,34.61,0.53,38.92,0,11.87,5.16,0.18,36.63,48.63
728,0.06,23.83,23.36,17.62,3.08,7.17,17.72,22.37,5.47,40.02,0.88,40.97,0,18.8,6.96,0,32.19,54.81
729,4.94,35.02,28.14,29.77,14.12,16,26,30.95,18.53,59.26,5.3,52.14,3.6,34.9,23.2,7.05,42.73,76.11
730,9.1,24.44,17.98,34.08,25.92,12.2,34.24,39.94,28.7,49.67,7.91,51.4,9.86,37.97,35.95,20.53,43.44,68.95
731,5.67,37.8,23.16,34.09,19.68,12.6,21.36,25.98,15.12,59.31,5.78,58.82,1.71,43,31.69,9.37,38.7,83.89
732,8.56,30.09,22.9,26.32,18.98,10.46,14.7,19.12,9.29,49.95,7.56,57.22,10.65,43.46,23.73,5.52,41.14,61.73
733,9.36,41.18,29.15,33.19,25.32,12.73,15.98,23.75,8.88,73.45,10.1,73.63,10.22,61.58,32.05,9.35,52.17,83.85
734,8.01,42.51,36.02,30.93,30.16,12.62,15.99,24.71,7.07,65.93,8.38,76.82,8.3,70.98,31.2,5.44,43.5,82.37
735,8.01,48.66,40.23,15.11,31.94,10.55,15.67,27.48,3.5,78.32,9.16,85.33,3.12,80.38,19.88,4.86,50.3,91.72
736,4.5,39.07,32.3,5.45,24.59,4.1,11.95,18.04,0,64.59,3.69,66.14,0.93,59.25,11.09,0.62,41.04,76.16
737,2.89,18.91,12.47,3.74,11.4,0.03,4.94,11.8,0,30.73,0.38,39.01,1.07,35.1,5.33,0.1,20.13,41.68
738,2.57,11.62,4.05,1.65,13.18,0,1.79,11.37,0,18.82,0,35.35,0,28.27,6.75,0.29,19.44,35.57
739,9.07,3.45,1.29,1.23,12.89,0.6,0.71,4.9,2.04,6.55,0,18.58,0.89,10.28,13.17,0,18.74,13.57
740,4.62,9.73,6.4,1.99,7.46,0,2.24,7.05,0,10.7,0.72,16.9,0,13.78,2.75,0,10.54,14.87
741,18.35,12.7,10.52,5.09,18.93,4.71,2.59,8.14,3.62,14.82,2.58,30.96,1.11,19.23,15.76,2.86,24.67,18.75
742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,5.52,4.42,3.78,5.32,6.04,1.06,2.15,4.19,1.7,3.22,1.2,4.34,1.22,3.87,4.38,0.33,3.72,2.6
744,6.92,6.76,7.86,5.56,8.49,0,2.16,5.37,1.06,7.94,0.37,11.17,0,10.29,5.94,0,6.67,5.85
745,7.21,5.12,6.16,6.5,8.56,0.4,2.85,6.38,1.66,7.18,0.74,16.87,0,10.51,2.54,0,4.43,10.52
746,2.59,1.41,3.78,0,1.66,0,0.01,1.67,0,1.47,0,6.07,0,5.84,0,0,0.16,5.91
747,7.65,3.07,3.86,6.08,6.73,0,3.75,2.13,1.64,2.22,0.73,3.45,0,3.89,3.13,0,3.08,3.29
748,7.3,0.95,1.95,3.03,2.16,0.12,1.89,0,0.33,0,2.33,0.71,0.32,0.68,1.04,0,1.38,0.72
749,11.2,5.78,2.28,7.29,8.52,0.26,2.92,4.01,1.99,4.01,3.08,7.26,0,4.15,0.87,0,5.05,5.05
750,94.78,67.58,59.51,81.7,79.28,17.58,46.8,45.46,35.26,46.66,24.56,75.51,18.23,66.51,26.61,4.91,37.41,68.49
751,24.35,29.57,26.89,20.22,39.26,7.06,14.82,30.73,4.41,29.1,3.35,40.33,1.94,33.04,6.66,0,8.84,31.48
752,51.8,43.76,26.18,45.41,60.94,9.09,30.02,28.65,10.4,25.99,13.48,42.35,6.4,33.56,6.31,0,14.83,29.94
753,29.58,20.12,18.98,25.17,35.97,10.99,18.88,8.25,8.06,6.23,11.31,20.26,6.31,15.19,3.66,0,12.51,10.6
754,18.2,11.25,20.81,19.98,38.1,5.73,19.28,18.24,3.02,11.43,0.8,24.72,3.41,28.27,0,0,13.25,17.4
755,25.05,21.04,28.49,41.93,65.78,11.61,39.77,28.02,5.61,13.22,2.96,30.41,1.64,35.2,0.22,0,18.2,21.15
756,16.27,26.35,34.51,32.46,58.52,10.09,31.94,42.54,3.56,28.84,0.65,53.71,2.55,46.37,2.41,0,20.96,45.54
757,9.2,25.02,40.97,31.03,55.64,17.38,37.63,42.49,2.92,33.55,0,59.57,1.34,49.92,15.66,0,24.17,48.35
758,7.6,23.13,42.37,30.78,57.3,19.28,37.82,40.83,2.5,29.89,0,57,0.36,44.31,18.05,0,25.25,52.1
759,7.46,33.13,43.65,41.77,66.66,17.06,41.39,51.86,1.06,35.69,0,71.71,1.1,48.77,16.22,0,36.35,67.87
760,0.28,3.92,20.05,16.15,8.17,7.16,9.4,19.21,15.16,16.92,12.31,29.23,5.25,8.49,20.55,3.23,26.22,18.36
761,0.05,10.12,32.08,21.58,7,11.81,15.96,24.67,22.83,29.44,7.65,35.55,3.07,21.62,18.89,2.17,35.95,24.91
762,0.95,12.58,30.9,21.48,7.43,10.3,16.53,24.76,21.94,27.23,4.63,37.36,3.09,20.4,14.95,5.14,37.72,25.6
763,3.05,15.27,34.77,30.34,11.55,11.34,22.42,31.5,25.81,35.04,6.69,39.38,5.52,23.55,15.68,9.26,45.21,31.43
764,0.3,10.51,26.93,19.82,9.64,8.6,15.17,19.6,19.42,29.5,3.75,30.96,0.96,16.78,7.99,1.47,32.02,20.89
765,1.08,18.65,48.09,31.86,17.57,14.91,26.18,35.92,29.37,48.27,3.14,37.79,2.64,33.38,9.44,3.92,49.13,31.8
