ID,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
542,26.88,28.88,21.38,46.88,43.52,2.75,17.75,24.71,12.72,17.41,18.7,46.43,13.41,28.33,20.57,6.68,52.42,39.43
543,3.45,2.76,3.05,6.55,5.54,0,0.14,2.19,0,4.1,1.09,12.49,0.12,3.58,0.37,0,7.56,6.22
544,2.57,7.15,1.12,8.26,9.08,0,1.92,2.15,0,3.48,2.07,10.72,0,3.98,1.03,0,10.3,7.02
545,9.52,14.23,9.9,13.29,16.23,2.23,7.53,9.6,3.75,9.04,3.73,17.53,3.86,11.6,8.4,4.18,14.2,15.92
546,11.56,13.38,5.63,13.37,16.24,1.92,4.48,5.58,4.68,4.13,4.69,18.75,3.17,10.23,6.87,3.88,10.91,14.08
547,18.13,28.73,18.59,26.3,28.23,0,7.07,11.32,2.23,11.67,1.28,28.57,0,19.97,12.14,0,21.16,26.29
548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,4.49,4.03,3.91,8,5.7,1.88,3.73,0.14,1.4,0.67,2.6,4.04,0,0.95,2.17,0,3.41,2.64
551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,19.31,16.37,14.25,26.06,21.45,1.13,10.48,5.15,3.48,5.19,4.19,15.4,0.39,8.77,2.43,0,9.42,9.47
553,23.6,20.58,17.93,30.66,26.38,0.02,8.3,5.98,0.12,4.95,3.13,26.34,0,10.47,0.54,0,7.66,8.51
554,7.79,10.68,8.41,13.87,11.72,0,5.72,5.35,0.6,3.09,1.6,8.18,0,6.47,1.01,0,2.56,6.63
555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,54.76,50.42,48.43,77.11,76.3,12.62,39.44,22.32,17.37,20.63,13.29,40.74,9.24,34.39,15.49,2.18,33.37,38.91
557,12.9,20.08,12.18,23.03,19.72,4.25,15.2,2.83,3.02,3.63,3.84,8.45,1.26,4.96,1.06,0,9.41,1.85
558,44.54,39.38,38.74,52.65,53.92,7.1,28.33,22.25,11.33,15.03,11.02,28.17,5,26.81,3.97,0,15.27,17.31
559,101.49,93.63,95.21,143.91,151.97,28.32,84.16,58.54,36.28,47.13,33.84,83.28,17.03,67.73,19.83,1.6,42.84,60.81
560,114.88,107.95,112.77,161.19,190.67,42.56,112,65.07,58.55,46.32,57.26,102.9,25.84,70.08,20.72,0.85,65.53,68.3
561,126.37,114.9,133.25,194.02,217.15,54.16,125.61,82.15,63.39,62.11,71.64,123.61,24.9,91.74,25.68,0.58,59.8,88.81
562,205.07,207.54,206.53,305.91,310.82,89.87,202.77,134.42,121.15,75.77,120.66,167.03,72.31,139.28,51.41,1.31,120.97,159.37
563,271.71,301.94,294.33,395.08,404.61,139.42,268.91,195.16,174.03,98.03,190.82,201.61,157.18,202.01,88.84,6.38,172.99,219.13
564,278.4,307.69,304.35,403.67,405.49,145.33,275.36,216.33,185.34,101.45,206.49,212.25,147.61,191.47,103.07,9.68,187.51,227
565,0,1.09,35.31,22.75,2.97,11.74,14.31,13.8,10.19,26.95,2.08,30.66,0.03,10.34,0.52,0.04,26.61,8.11
566,0,0.83,20.69,17.15,3.61,5.4,7.87,7.49,6.45,9.55,1.84,24.81,0.49,8.97,1.08,1.28,34.81,5.07
567,0.34,4.21,40.96,32.53,12.67,15.16,15.15,17.29,14.37,31.29,5.39,32.1,0.82,25.07,2.86,1.6,33.74,17.21
568,0,2.1,30.83,28.87,2.87,8.98,13.07,11.73,7.9,24.39,2.98,28.16,0.68,14.03,0.51,0.37,20.18,8.33
569,0,2.38,29.82,26.1,3.7,7.54,13.11,13.71,13.27,20.47,3.22,23.74,0.02,6.58,0.02,1.16,18.24,3.69
570,0.09,5.86,28.35,30.03,6.32,7.12,12.61,13.94,21.08,23.61,5.46,25.45,0.74,12.15,3.22,7.42,22.91,9.9
571,0.31,4.96,17.52,21.82,7.29,4.13,8.86,14.22,13.82,13.25,5.39,27.49,1.6,7.59,3.63,3.98,24.19,8.39
572,3.6,10.98,32.33,39.36,10.89,7.12,17.18,21.13,27.43,30.06,7.64,32.21,1.09,16.2,7.82,10.09,36.35,20.95
573,1,9.99,32.68,38.58,6.64,7.36,15.86,18.69,17.77,31.01,5.13,34.2,0.24,17.14,4.39,5.51,30.92,15.9
574,0,3.08,15.1,20.22,1.57,2.68,9.06,7.57,2.03,13.98,0.04,18.71,0,3.41,0.46,0,9.52,5.19
575,0,8.73,23.47,26.74,2.51,5.26,10.32,10.7,7.47,24.23,0.62,29.03,0,8.71,1.88,2.18,21.38,14.79
576,0,5.1,12.59,11.89,1.24,2.49,5.17,5.59,1.34,11.95,0.07,8.12,0,5.07,0.33,0.25,6.23,7.28
577,0,16.53,29.1,22.25,3.43,4.46,13.22,13.98,2.03,30.55,0.17,26.46,0,17.44,2.63,1.71,18.98,26.15
578,0,12.53,21.2,14.91,1.54,3.49,9.76,11.1,1.68,25.74,0.55,22.64,0,9.57,1.44,1.09,12.45,21.77
579,0,4.79,7.84,9.79,2.7,1.41,5.43,9.14,4.22,11.43,2.66,13.86,0,8.47,3.64,1.98,9.16,13.49
580,0,4.78,4.01,1.69,0.14,0,3.84,5.2,0.04,10.63,0.04,9.61,0,1.48,0,0,4.72,10.6
581,0,7.77,7.03,4.93,0.08,0.22,7.5,11.67,0.59,23.55,0.47,15.68,0,3.04,0.06,0,4.2,18.69
582,0,0.19,0,0,0,0,0.36,0.75,0,2.75,0.07,2.54,0,0,0,0,0,2.35
583,0.06,2.35,0.87,1.17,0.34,0,1.24,3.22,0.03,4.46,1.1,4.99,0,1.03,0.02,0,1.85,8.2
584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,1.59,0,0,0,1.98,0,0.97,1.65,1.97,0,2.02,6.09,0.93,0,0.28,0,7.05,4.01
586,0.52,2.62,2.47,2.62,3.2,0,1.21,3.95,1.07,5.69,1.03,11.61,0,6.42,0,0,14.55,10.83
587,1.4,3.93,4.12,4.66,2.94,0.26,2.26,4.05,0,6.11,0.88,11.42,0,7.37,2.04,0,12.85,11.16
588,2.7,5.86,5.31,4.44,7.14,0,2.35,4.27,0,8.16,1.34,15.56,0,10.34,1.66,0,23.22,17.23
589,3.52,1.46,0.84,3.96,9.7,0,0.4,4.22,0.48,6.14,0.83,18.51,0.28,8.39,0.41,0,16.69,14.23
590,0.57,6.93,5.81,3.75,5.38,0.42,3.26,3.69,0,8.73,0.22,10.13,0,9.07,1.83,0.01,5.58,12.75
591,0.4,0,0,1.57,3.04,0,0,1.42,0,0,0,6.02,0,1.63,0.98,0,9.64,3.48
592,3.17,5.66,1.38,7.09,9.77,0,1.15,1.65,0,2.2,0.29,14.43,0,5.03,0.68,0,15.38,7
593,24.02,29.85,20.43,36.11,36.64,2.53,12.66,15.65,11.74,14.6,4.27,29.36,2.28,30.23,22.98,0.95,32.88,40.75
594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,30.92,17.32,9.83,40.27,29.64,0.89,5.97,3.59,1.92,1.19,7.73,22.49,0,8.94,7.99,0,17.2,7.58
600,13.64,5.61,15.8,13.75,10.87,0.57,5.19,6.48,1.91,5.95,0.63,16.28,0.38,16.71,1.64,0.06,3.04,11.88
601,51.47,40.11,42.86,62.04,47.39,4.31,18.27,29.48,10.87,29.6,5.21,53.06,1.51,47.87,11.69,1.43,21.68,43.07
602,21.66,9.09,16.25,17.59,14.34,0,5.11,2.41,0,1.65,0,22.14,0,20.34,0.13,0,1.91,5.99
603,22.15,19.77,11.32,34.04,41.26,0.88,8,3.44,1.25,3.73,2.8,11.42,0,8.27,0.37,0,6.89,5.98
604,34.1,25.01,8.23,46.49,65.47,1.31,7.11,4.25,2.37,1.92,2.6,13.28,0,4.89,0,0,3.6,3.24
605,64.81,60.28,49.3,83.98,97.22,11.37,47.05,23.11,15.37,20.74,20.04,40.08,10.1,35.13,11.93,0.29,28.36,30.71
606,123.42,109,104.15,160.27,173.33,35.51,101.85,60.42,52.57,36.59,46.05,81.88,31.39,71.2,27.13,0.54,65.44,77.64
607,154.4,142.12,146.65,226.34,231.64,53.39,139.87,98.64,80.03,64.47,73.68,127.08,43.62,119.55,42.67,4.65,81.47,121.37
608,194.96,153.12,195,263.96,291.32,76.4,176.83,121.26,104.01,89.18,97.34,162.98,45.8,151.11,61.82,10.14,114.98,158.44
609,199.04,195.63,216.74,311.47,325.24,86.55,213.78,147.1,117.68,95.22,111.58,189.78,60.42,163.62,68.69,4.84,118.72,197.53
610,239.66,241.93,280.96,361.13,367.47,124.36,249.5,180.05,161.55,101.96,183.84,199.04,115.44,202.87,122.26,21.85,189.16,231.13
611,305.33,324.94,347.89,429.33,439.79,157.09,320.99,248.15,206.25,119.84,232.54,231.45,149.01,262.08,164.48,35.07,235.26,282.75
612,0,0,16.17,8.78,0.29,4.06,3.96,12.08,2.94,6.19,1.28,28.74,0.24,1.94,0.88,0.02,18.28,2.23
613,0,0,11.35,10.28,0.38,2.1,5.37,3.97,2.6,4.6,0.95,30.51,0,2.2,0,0,23.08,2.58
614,0,1.38,30.2,20.51,7.94,10.49,10.41,11.21,10.08,19.43,1.17,29.88,0.3,13.3,0.99,1.03,31.58,7.34
615,0,1.22,34.32,22.73,8.62,13.6,15.17,14.74,10.73,24.55,1.45,25.72,0.08,14.16,0.19,0.59,23.43,7.13
616,0,0.48,21,18.81,2.47,6.12,10.3,8,3.97,15.29,1.76,19.29,0.1,6.49,0.23,0.15,14.06,5.21
617,0.01,3.32,15.52,16.71,5.33,3.13,8.27,9.23,10.72,12.7,2.53,17.42,0.4,5.67,2.15,5.45,16.15,5.19
618,0,3.65,33.6,28.13,2.78,6.68,13.16,14.67,10.03,22.1,1.57,24.44,0,5.42,0.17,1.14,19.87,5.65
619,0,3.44,28.1,31.02,3.1,4.02,12.56,14.48,16.76,22.38,4.05,34.23,0,8.33,0.38,1.06,26.9,8.76
620,0.18,2.48,13.59,18.46,5.2,1.52,8.24,4.75,10.84,9.33,1.1,23.47,0,4.41,0.44,2.12,19.16,6.16
621,0,2.75,22.24,24.44,1.45,1.77,9.29,11.08,6.29,18.82,0.13,29.8,0,4.24,0.14,0,18.52,6.57
622,0,5.64,28.88,24.64,3.08,3.2,12.08,12.73,3.19,25.23,0,26.52,0,5,0.04,0.69,15.3,8.48
623,0,2.9,14.01,16.53,2.46,1.75,6.77,6.19,3.68,12.5,0,27.8,0,2.4,0.83,0.65,11.51,9.04
624,0,12.62,37.1,29.26,3.38,5.18,17.26,15.19,1.98,34.84,0.49,29.86,0,11.18,1.64,0.37,16.16,22.59
625,0,14.45,28.33,21.72,3.86,4.8,13.65,14.2,1.17,29.95,0.02,26.55,0,11.11,0.44,0.2,13.9,24.12
626,0,3.4,6.64,3.04,0.04,1.04,3.17,3.25,0,7.65,0,7.48,0,2.65,0.22,0,3.07,6.15
627,0.33,12.11,17.84,13.13,3.31,1.74,9.73,13.83,2.13,25.89,1.76,21.13,0,12.98,3.73,1.19,12.25,24.17
628,0,6.24,6.44,4.66,1.07,0.44,4.63,6.21,1.24,11.67,1.07,9.15,0,7.08,1.49,0.11,5.86,12.71
629,0,6.71,7.08,4.15,0,0,5.87,8.13,0,18.65,0.39,15.72,0,1.14,0.44,0,3.07,18.26
630,0.08,11.69,8.86,7.95,0.44,0.01,7.36,12.75,0,28.47,2.47,22.91,0,5.87,0.28,0,6.36,32.93
631,0.56,15.09,10.41,13,4.47,0,15.3,16.07,7,27.65,7.71,31.3,0.18,15.3,2.75,0,19.39,40.74
632,0.15,5.87,4.67,2.8,0.26,0.21,3.06,3.84,0,10.39,1.3,7.43,0,7.67,0.43,0,4.67,12.47
633,1,15.19,13.52,6.46,4.15,0,5.87,11.82,0,25.72,2.44,21.22,0.08,22.66,1.85,0.08,15.2,37.99
634,0.11,12.82,13,7.9,3.89,0,4.51,8.48,0,24.58,2.11,16.99,0,19.46,2.35,0,9.36,33.57
635,0.04,5.7,4.81,1.9,1.5,0,1.61,3.22,0,8.29,0.3,7.78,0,7.39,0.75,0,3.28,8.64
636,0.51,9.26,7.86,5.03,6.46,0,2.34,5.56,0,14.79,0.9,13.8,0,14.99,1.42,0,13.74,20.61
637,0.71,3.45,2.51,1.22,2.58,0.06,1.52,1.94,0,4.54,0.41,6.98,0,7.27,0.8,0,7.27,8.68
638,3.29,3.98,2.22,4.68,3.44,0,1.31,5.02,0.14,4.94,1.39,16.85,0,8.04,3.1,0,13.72,12.34
639,0.04,0.35,0,3.11,7.51,0,0,3.44,0,3.1,0.23,12.78,0,4.77,0.46,0,14.29,5.73
640,3.32,2.73,0,4.4,6.37,0,0,1.91,0,1.25,1.11,12.42,0,3.03,0.64,0,16.15,6.14
641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,0.52,0.76,1.22,0.4,1.16,0,0.36,0.38,0,1.54,0.29,1.87,0,2.29,0,0,0.79,1.5
644,1.98,0,0,2.66,2.07,0,0,0,0,0.08,0.88,2.3,0,0.81,0.8,0,1.78,1.28
645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,2.38,1.46,1.57,4.52,6.01,0.57,2.81,0,0.05,0,2.48,2.38,0,0,1.83,0,3.07,0
647,20.65,12.81,9.1,28.49,26.16,0,7.34,2.97,1.42,1.69,7.61,16.52,0.3,7.31,6.5,0,18.46,8.67
648,14.76,14.22,9.25,19.62,19.26,1.59,10.64,2.63,3.28,3.19,6.13,9.47,0.98,7.68,5.91,0.01,13.11,8.5
649,96.99,70.43,72.59,120.52,104.52,12.27,55.75,32.84,36.49,33.32,27.03,66.73,7.89,63.09,31.87,1.12,62.6,68.79
650,55.5,31.75,47.87,52.88,43.64,7.06,32.32,18.58,17,15.58,7.38,42.53,6.36,44.34,17.03,3.76,34.05,44.87
651,50.16,40.89,34.59,69.95,77.6,4.9,27.72,18.2,9.26,16.31,12.2,36.46,2.07,30.94,10.66,0.3,29.36,30.57
652,54.97,64,32.38,86.13,105.82,2.01,27.25,11.27,5.12,12.2,12.84,37.95,0.13,18.42,2.24,0,23.4,23.75
653,109.99,83.81,82.44,130.78,158.95,23.26,83.16,45.96,28.14,41.71,29.38,72.38,10.21,64.33,20.56,2.5,46.92,59.75
654,92.48,107.36,78.21,129.13,146.37,29.57,86.9,51.45,45.85,27.28,46.28,68.1,32.75,66.84,23.63,1.1,64.53,54.82
655,134.77,110.71,124.03,189.52,200.61,46.57,121.3,80.64,69.58,56.34,63.54,104.05,43.7,102.92,37.9,6.1,74.02,107.9
656,231.32,212.96,217.05,311.82,350.32,103.04,224.73,143.16,143.56,85.49,123.21,186.23,86.25,181.8,88.34,17.41,165.14,197.72
657,165.82,158.36,184.42,272.29,293.8,74.73,194.57,134.3,100.55,87.6,95.19,179.38,45.32,148.47,70.75,4.69,107.09,181.12
658,183.76,196.53,272.52,343.37,349.47,111.12,254.66,166.11,129.3,125.26,145.89,228.54,60.68,201.72,123,7.3,179.62,247.88
659,233.42,242.2,305.57,367.53,369.37,139.31,277.54,193.52,163.71,112.65,187.53,219.34,98.18,220.47,141.21,20.98,198.58,243.1
660,222.09,243.82,265.85,353.44,353.59,139.66,256.79,199.71,155.4,84.45,192.85,193.34,96.26,177.99,110.23,13.98,166.65,233.1
661,0,0.16,6.84,4.79,0.04,0.19,0.27,2.25,0.52,1.16,2.15,26.03,0,0.25,0.19,0,14.89,0.43
662,0,0.47,18.26,14.02,1.96,5.83,9.55,8.75,5.15,17.73,1.86,19.89,0,6.18,0.28,0,14.76,3.45
663,0,0.44,16.85,15.99,2.62,5.36,8.49,7.21,5.62,13.45,1.36,19.5,0,7.47,0.15,0,15.4,3.18
664,0,1.26,28.72,21.39,3.84,9.62,12.36,11.8,5.47,23.7,1.41,24.39,0,8.35,0.07,0,23.07,6.49
665,0,3.42,34.89,25.74,4.87,8.85,13.05,12.64,7.22,27.76,0.19,23.78,0,8.95,0.21,0,21.29,5.7
666,0.13,4.94,35.94,28.45,7.73,8.78,14.42,15.4,11.14,29.85,2.54,19.86,0.78,8.16,2.44,2.95,21.67,9.37
667,0.02,7.11,36.98,35.75,10.11,7.37,13.79,14.36,14.45,31.57,2.64,19.86,0.88,6.72,2.13,2.13,27.54,11.05
668,0,3.72,28.22,20.71,3,3.63,9.88,11.28,9.69,20.93,1.32,24.18,0.33,4.83,0.77,0.89,25.27,6.33
669,0,2.85,26.7,28.09,1.6,3.01,12.43,12.78,9.7,24.79,1.17,29.84,0,6.19,0.08,0.48,25.19,9.67
670,0,6.09,36.49,29.55,1.71,3.86,16.71,15.14,8.2,32.95,0.54,28.95,0,11.59,0.02,0.36,22.74,10.02
671,0,5.96,30.91,27.4,3.65,3.68,16.02,14.24,3.43,28.2,0,28.27,0,7.77,0.41,0.04,15.16,10.95
672,0,5.18,24.91,17.34,2.28,1.98,13.12,11.19,1.63,25.33,0,22.17,0,4.62,0.39,0,8.96,15.01
673,0,11.61,36.1,22.9,3.65,4.62,15.11,13.13,0.59,34.23,0,25.81,0,8.21,0.27,0.73,13.77,20.08
674,0,11.82,28.95,20.1,4.29,3.62,14.39,13.63,0.05,31.54,0,21.09,0,10.71,1.33,0,8.8,21.01
675,0,14.66,33.13,20.76,2.8,2.89,16.34,17.29,0.23,37.26,0,24.67,0,12.22,0.6,0,10.57,24.78
676,0,11.81,21.83,11.76,2.46,1.39,11.75,16.14,1.23,32.18,0,27.32,0,12.09,0.57,0,8.92,25.32
677,0,18.89,24.48,12.97,0.38,0.79,12.49,16.52,0.04,38.07,0.85,26.66,0,10.09,2.42,0.03,12.47,34.77
678,0,14.5,17,11.08,0,0.01,12.08,16.72,0,34.45,0.2,25.33,0,9.18,0.16,0,8.92,33.77
679,0,16.59,14.37,8.5,0.52,0.25,14.26,15.3,0,40.38,1.54,28.12,0,12.55,0.86,0,9.68,36.81
680,0.1,4.85,2.34,2.27,0.16,0,2.5,6.07,0.16,10.12,0.76,12.14,0.24,3.01,0.95,0,3.96,12.55
681,1.06,15.61,13.51,12.12,1.9,2.1,7.6,10.97,0.79,28.7,6.55,26.58,0.16,20.65,6.9,0.54,14.23,31.77
682,0.14,26.65,23.63,16.14,7.79,1.09,11.08,16.08,0.55,50.47,6.03,36.29,0,36.81,7.24,0.13,19.97,52.26
683,0.98,34.1,28.12,17.41,15.22,0.12,11.89,17.98,0,61.32,3.96,38.18,0,46.67,6.9,0,19.98,62.33
684,2.74,33.52,30.99,14.97,16.52,0.52,9.52,18.54,0,58.73,2.87,37.27,0,43.28,6.24,0,13.19,52.43
685,3.17,32.38,26.45,11.63,19.77,0,9.91,19.78,0,53.97,3.3,39.83,0,50.19,6.78,0,18.95,55.21
686,2.06,19.06,17.3,8.64,14.35,0,6.18,10.51,0,33.83,3.43,25.34,0,29.91,4.42,0.13,14.6,37.88
687,6.71,20.31,15.5,5.98,13.12,0,6.31,14.63,0,30.46,3.27,38.77,0.55,32.44,6.04,0.06,22.38,39.44
688,10.79,13.33,6.94,9.62,16.75,0,4.06,11.59,0.51,21.1,2.52,33.9,0,21.15,7.16,0,29.74,28.96
689,9.6,7.06,3.5,10.83,17.15,0,1.53,5.64,0.2,10.61,2.63,23.66,0.35,14.16,3.64,0,26.31,16.38
690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,6.69,3.98,3.55,8.61,8.76,0,2.54,1.04,2.66,2.04,4.16,10.65,0,5.01,4.05,0,9.64,2.3
693,3.19,1.2,0.31,2.93,7.11,0,1.55,0,0,0,0.56,4.36,0,0.07,1.24,0,4.28,1.22
694,6.17,1.98,0.59,7.81,7.83,0,3.23,0.71,0,0.23,2.78,4.63,0,1.15,1.84,0,4.65,2.26
695,8.41,2.62,1.88,11.56,11.14,0,1.52,0.65,2.06,0.18,1.92,7.54,0,2.2,1.14,0,6.25,1.88
696,6.62,2.86,3.16,8.05,9.1,0.71,3.88,0.03,1.53,0,2.91,3.64,0.67,0.35,2.09,0,7.79,0
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,19.5,15.39,9.67,23,28.52,1.05,8.62,3.99,4.8,2.79,11.04,10.79,0.52,6.96,0.96,0,8.89,7.79
701,31.14,33.99,28.92,49.85,51.28,2.71,22.83,17.82,4.11,15.58,7.84,29.91,0.43,28.95,2.66,0,7.98,22.43
702,114.83,82.76,95.88,142.04,162.34,22.83,94.79,64.07,36.39,59.21,28.83,86.08,12.13,86.83,27.65,0.95,39.91,82.91
703,139.03,114.91,124.44,184.23,190.8,40.63,119.18,87,69.86,60.83,56.21,108.23,29.89,108.59,33.75,2.65,72.9,113.18
704,149.18,151.59,138.7,226.8,252.93,57.98,163.52,87.79,92.92,45.09,76.89,110.86,65.71,104.86,41.02,5.39,111.98,126.38
705,192.6,175.76,176.02,288.69,319.88,85.99,207.31,100.92,120.11,50.72,107.43,140.75,105.19,140.12,61.19,6.93,131.8,162.28
706,183.87,173.98,185.02,272.39,299.69,85.97,192.48,117.36,114.82,54.49,112.03,150.16,92.25,144.47,69.05,3.72,123.38,178.54
707,147.77,144.13,201.92,263.47,279.45,81.85,201.56,133.92,102.39,91.49,104.4,179.46,35.22,148.9,83.94,2.94,107.33,193.18
708,127.12,119.65,181.28,229.39,250.25,68.69,175.45,113.66,91.33,82.54,99.6,154,19.81,127.2,77.75,0.15,94.26,162.1
709,190.63,219.51,252.35,347.58,365.73,136.13,270.07,194.45,139.88,86.78,156.36,209.98,82.37,175.62,99.95,5.59,145.61,247.38
710,0,0.7,22.6,12.55,2.72,5.37,7.15,9.51,5.2,12.92,2.13,21.84,0.56,7.14,1.78,0.08,17.73,4.34
711,0,0.67,24.6,14.06,3.12,7.36,10.34,10.85,7.5,15.57,0.97,21.27,0.14,9.21,1.82,0.04,17.67,4.68
712,0,2.34,31.55,20.07,8.2,9.87,13.9,15.72,9.86,26.79,2.54,20.59,0.54,16.4,2.78,0,19.93,8.84
713,0.12,2.89,27.24,18.85,5.74,8.88,10.13,13.62,7.58,21.92,1.18,16.5,1.48,11.21,1.65,0.45,19.45,6.6
714,0,1.54,37.18,26.81,8.51,11.21,14.96,15.87,5.3,31.53,0.37,19.97,0.27,11.47,0.3,0.12,25.51,4.85
715,0,1.46,24.99,23.09,4.08,6.11,11.93,9.13,3.99,21.63,0.44,20.92,0,6.74,0.12,0.03,17.05,4.68
716,0,1.7,16.82,15.8,5.17,1.31,10.06,5.15,5.33,14.38,0,19.27,0,2.67,0,0.98,15.26,3.53
717,0,2.33,24.89,20.33,4.65,3.51,9.64,9.67,8.75,19.95,0.19,19.31,0,3.28,0,0,17.53,3.74
718,0,2.72,30.93,28.24,3.49,1.58,14.36,13.99,14.21,27.27,0.5,27.73,0,4.15,0.12,0.05,30.99,9.6
719,0,3.77,33.73,31.6,6.78,1.27,19.26,18.96,21.23,32.75,2.62,29.76,0,6.23,0.32,1.16,33.18,13.22
720,0,3.44,27.23,24.78,3.76,2.84,14.56,14.1,7.11,28.95,0.41,24.5,0,10.03,0.04,0,19.78,11.39
721,0,4.61,19.12,16.06,3.73,2.56,8.79,10.45,3.49,20.76,0.01,17.14,0,6.68,1.33,0.86,10.46,10.17
722,0.13,6.88,32.21,22.74,7.4,2.5,16.23,17.97,7.21,31.35,0,27.3,0,10.04,0.91,0.12,11.94,23.69
723,0,8.54,32.55,25.5,3.35,3.12,14.47,14.26,0.19,33.63,0,23.66,0,8.14,0.43,0,9.88,20.04
724,0,13.41,36.16,19.72,8.99,3.96,14.33,19.66,0.04,35.8,0,23.11,0,8.23,1.46,1.25,8.1,23.16
725,0,11.56,28.53,21.21,8.84,1.29,14.82,18.5,0.1,32.93,0,22.32,0,12.04,0.71,0,5.72,20.52
726,0,11.69,19.48,13.7,1.82,1.31,11,12.87,0.42,26.89,0.8,22.3,0,15.47,0.8,0,7.59,21.01
727,0,13.74,25.39,12.26,0.97,2.01,13.7,14.58,0.08,35.89,0,28.53,0,10.04,1.88,0,10.09,28.41
728,0,16.36,24.33,13.89,0.46,0.78,11.19,15.62,0,37.63,0.06,28.31,0,12.84,1.3,0,11.07,32.9
729,0.11,21.35,23.55,13.45,3.08,3.02,13.1,17.42,1.99,43.71,3.63,34.17,0,22.45,5.03,0.87,14.79,35.76
730,0,11.38,13.12,7.65,2.49,0,5.59,10.72,0.08,26.5,1.43,29.87,0,17.47,3.26,0,21.35,22.77
731,0.09,22.47,18.54,16.62,3.91,0.7,9.88,14.67,0.05,45.28,4.44,35.28,0,27.1,6.44,0.23,13.58,42.98
732,2.85,25.84,20.04,17.41,10.08,3.23,9.79,14.13,1.3,40.02,8.86,41.61,1.44,30.43,15.34,2.64,31.19,45.91
733,5.09,36.62,28.32,26.41,18.91,6.66,12.95,23.95,4.52,60.79,12.24,61.4,3.55,47.09,21.15,3.93,39.02,67.57
734,7.12,42.93,40.41,28.97,23.71,5.78,15.88,25.36,2.68,63.77,12.82,66.49,3.49,64.24,19.24,2.23,40.5,70.78
735,10.17,60.82,51.94,26.83,38.5,3.49,19.78,37.54,4.72,84.82,17.8,86.34,0.98,87.29,27.27,3.72,72.07,100.57
736,5.66,49.54,40.51,12.7,32.89,1.06,17.18,26.53,0,71.26,11.31,69.08,0.02,65.83,15.5,0.13,62.08,85.67
737,4.89,20.61,19.11,5.48,13.79,0,7.31,14.65,0,36.66,2.36,38.24,0,34.81,3.98,0.27,19.33,42.05
738,5.09,12.81,6.67,3.14,11.91,0,4.58,12.8,0,22.23,0.99,28.6,0,26.26,2.61,0,20.38,33.05
739,13.24,3.85,2.09,5.7,14.11,0,1.61,5.67,0,6.25,2.11,20.76,0.13,9.15,5.17,0,24.32,14.37
740,3.64,9.03,8.48,4.92,9.76,0,2.25,7.65,0.51,11.8,1.52,17.1,0,13.66,1.73,0,8.57,13.76
741,16.2,11.38,8.47,12.49,17,0.4,2.78,6.46,1.85,13.95,3.7,24.33,0.04,17.46,9.57,0.94,21.29,15.77
742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,4.17,4.01,2.53,3.59,6.59,0,2.26,2.99,0,2.87,1.36,3.49,0,3.51,4.47,0,4.02,2.8
744,6.24,6.95,6.26,5.85,8.27,0,2.71,7.14,0.26,7.82,0.96,10.13,0,9.26,4.75,0,5.29,6.83
745,7.94,3.8,7.8,11.84,12.62,0,4.26,6.16,0.58,6.61,2.15,19.54,0,12.39,1.77,0,5.62,12.53
746,3.47,1.1,5.47,0.11,3,0,0.12,1.71,0,1.95,0.13,7.41,0,7.56,0,0,1.17,5.69
747,6.47,4.29,4.35,7.12,7.93,0.64,2.8,2.21,1.26,2.12,1.6,4.61,0,3.93,2.92,0,5.69,2.87
748,6.28,4.08,3.44,3.83,5.25,0.3,2.61,0,0.51,0,3.24,2.64,0.29,0,0.11,0,3.65,0.52
749,10.7,4.8,4.61,8.03,11.14,0,3.6,2.55,1.07,3.57,4.63,5.98,0,4.75,0.94,0,3.96,5.92
750,109.94,78.51,82.7,119.53,102.78,15.28,67.08,49.48,34.71,43.6,33.52,74.21,9.67,77.9,27.04,1.57,42.23,76.91
